,fullname,id,likes,replies,retweets,text,timestamp,user
316,Rumor Bus,920374759543713794,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://rumorbus.com/2017/10/17/malala-yousafzai-trolled-for-wearing-skinny-jeans-and-high-heels-to-oxford/ …pic.twitter.com/orUIFiqumH,2017-10-17T19:43:37,RumorBus
317,Harley,920375262994489344,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T19:45:37,yannie23
318,The Grey Gent 🏴‍☠️,920375812179636224,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T19:47:48,gentXray
319,Britishhumanist,920375816319578117,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
Good thing she’s living here. Uk has your back @Malala http://dailym.ai/2yxAlHV ",2017-10-17T19:47:49,welshninja87
320,Sahina,920376231698329601,1,1,0,So Malala wore jeans and heeled boots at Uni. the climate here in the UK is a lot different to how it is in Pakistan #Malala,2017-10-17T19:49:28,MakreMeow
321,Deplorable Frank,920376511617814528,0,0,0,"Malala targeted for 'wearing jeans and high heels'
 http://dailym.ai/2yxAlHV ",2017-10-17T19:50:34,big_MO97
322,Matt,920376737392922624,0,0,1,Muslims target Malala for 'wearing jeans and high heels' and not traditional Muslim clothing while attending Uni http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …,2017-10-17T19:51:28,mtavp
323,The Nigerian,920376824227614721,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ift.tt/2gqxolS  via @fabmimiblog,2017-10-17T19:51:49,VictorTerhemba
324,The Nigerian,920377060446568448,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ift.tt/2gqxolS ,2017-10-17T19:52:45,VictorTerhemba
325,The Sun,920378130463895552,6,13,7,Nobel Prize winner Malala Yousafzai is trolled for ‘wearing jeans’ at Oxford University http://thesun.uk/60168AhWy ,2017-10-17T19:57:00,TheSun
326,Bakari Mwarabu,920378467107123201,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
No Nation Can Rise Higher Than Its Woman... http://dailym.ai/2yxAlHV ",2017-10-17T19:58:21,shabazz1930
327,News24,920378560359075842,3,1,1,जींस पहनने पर मलाला की तुलना पॉर्न स्टार मिया खलीफा से...! #Malala#Jeans#Miya#Khalifa https://goo.gl/sUDDmA pic.twitter.com/dArEU4B3fN,2017-10-17T19:58:43,news24tvchannel
328,Mr Nixus!,920379170059890688,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels to Oxford http://ow.ly/pdDE50eF3NQ ,2017-10-17T20:01:08,Mr_Nixus
329,News Across Africa,920379425920831488,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://fb.me/12EpMXYnd ,2017-10-17T20:02:09,NewsAcrosAfrica
330,Jive Oxford,920380412244918275,0,0,0,thesun.uk: 'Nobel Prize winner Malala Yousafzai is trolled for ‘wearing jeans’ at Oxford University ' http://chasecarbon.com/?id=2015443&246b03b0 …,2017-10-17T20:06:04,JiveOxford
331,KC Ferrara,920380440380403712,0,0,0,"Finally, good news for women this week. 
Malala Yousafzai, Nobel Peace Prize Laureate, Starts at Oxford https://nyti.ms/2yWhqn9 ",2017-10-17T20:06:11,kcferrara
332,Nigella,920381061078675462,0,1,1,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:08:39,Lou_i5e
333,Stamford1,920381281694769152,4,0,1,"Trolls target Malala for 'wearing jeans and high heels'.Good for her. 
http://dailym.ai/2yxAlHV ",2017-10-17T20:09:32,paulfish2skyco2
334,The Nigerian,920381722331578368,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ift.tt/2gqxolS pic.twitter.com/IwmcXYjQBx,2017-10-17T20:11:17,VictorTerhemba
335,Scapegoat,920381745534570496,13,3,17,Unbelievable that people could be offended by this -> Malala Yousafzai is trolled for 'wearing jeans' at Oxford Uni. https://www.thesun.co.uk/news/4707188/malala-yousafzai-jeans-oxford-university-nobel-prize/ …,2017-10-17T20:11:22,AndiMakinana
336,The Circumvent,920381782138261507,0,0,0,UK: Nobel prize winner Malala called a ‘hypocrite’ for wearing skinny jeans — ‘Is she even a Muslim?’ http://www.thecircumvent.com/?p=8335 ,2017-10-17T20:11:31,TheCircumvent
337,Jack,920382827627204609,0,0,0,We are in Oxford.,2017-10-17T20:15:40,jack_m_brown
338,Klondike.,920382852780429313,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:15:46,myk11_mike
339,griss   💫,920382965963722752,2,0,1,I haven't seen anyone talk about this bit but there is also an article about Malala starting studying at Oxford and my heart is!!! crying!!!,2017-10-17T20:16:13,lt1evolve
340,Btlsblog.com,920383108402372608,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://ift.tt/2zgvwQn ,2017-10-17T20:16:47,Betalens
341,Mike Anton,920383431728443392,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:18:04,mahabs4life
342,wandykun,920383438825426945,0,0,0,Apparently Malala got bashed of wearing jeans to class at Oxford  smh people,2017-10-17T20:18:06,MSyazwandy
343,Ashley,920383487236075520,0,0,0,"Skinny jeans, mini-skirt, baggy pants on back to front and inside out, @Malala will always be a queen, no matter what she puts on.",2017-10-17T20:18:17,AshCorc92
344,Philip Taylor,920385404641206273,1,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline She is targeted from the enemy within the UK,2017-10-17T20:25:55,mar1ners
345,Donna preston,920385958444273664,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:28:07,geekonline
346,A .T. Nong,920386860857380866,0,0,0,#Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:31:42,TArnoldNong
347,ShahJi,920387332972347394,0,0,0,@AseefaBZ Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV ,2017-10-17T20:33:34,ItsSyyed
348,Sofia Bouzidi,920388439387836416,1,0,0,oMg - HILARIOUS reaction to Malala wearing jeans a jacket and a headscarf LMAO Free-radical you made my night u nutter https://twitter.com/TruthfulAgenda/status/919707578816483328 …,2017-10-17T20:37:58,littlealgeria
349,Jackbe,920390076781142016,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
 http://dailym.ai/2yxAlHV ",2017-10-17T20:44:28,siguesigue68
350,fwhat world??,920391062362914817,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  @MailOnline..Pakistani Muslim misogynists target her,2017-10-17T20:48:23,fwhatworld
351,David Martin,920391657463332865,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T20:50:45,5150power
352,Mary Marineau,920392231835570176,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'

http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …

Shared from my Google feed",2017-10-17T20:53:02,MarineauMary
353,Jean Coyle,920392563592450048,0,0,0,@Malala Oxford dressing great step forward for muslim women everywhere,2017-10-17T20:54:21,Fjc654
354,Daily Mirror,920393305355116544,16,24,16,Malala Yousafzai trolled for 'wearing skinny jeans and heels' http://www.mirror.co.uk/news/uk-news/nobel-prize-winner-malala-yousafzai-11359333 …pic.twitter.com/RVHWkLDv44,2017-10-17T20:57:18,DailyMirror
355,united4life,920393800853401603,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline Hollywood moronic feminist over to u guys,2017-10-17T20:59:16,chiugo22
356,FabmimiBlog,920394984360210434,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford pic.twitter.com/eHdhe8JDfH,2017-10-17T21:03:59,FabmimiBlog
357,Shelagh Anne Shackle,920395867164569600,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T21:07:29,Indomnitable
358,Brightly,920397179264688131,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T21:12:42,Brightly5
359,MusicSky101,920397330184065024,0,0,0,Malala yousafzai is trolled for ‘wearing jeans’ at oxford university: http://youtu.be/X1YeUUhI308?a  via @YouTube,2017-10-17T21:13:18,MusicSky101
360,Bupe Lukundo Ngoy,920397453689544707,1,0,0,@Malala wear your skinny jeans. It's cold. Have Fun. Don't let anyone intimidate you. Block those #trolls -  Enjoy your time at #Oxford,2017-10-17T21:13:47,BupeNgoy
361,FabmimiBlog,920398344463171584,0,0,0,Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://fb.me/1inC6rEOC ,2017-10-17T21:17:20,FabmimiBlog
362,Trending UK News,920400806461034502,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://uk.trendolizer.com/2017/10/trolls-target-malala-for-wearing-jeans-and-high-heels.html …pic.twitter.com/O3wtgaphsg,2017-10-17T21:27:07,UKolizer
363,@Blacknubng,920400973931204608,0,0,0,Nobel prize winner Malala wears skinny jeans and high heels’ instead of traditional Muslim dress https://blacknub.com.ng/2017/10/17/nobel-prize-winner-malala-yousafzai-wears-skinny-jeans-high-heels-instead-traditional-muslim-dress-begins-studying-oxford/ … via @blacknubng,2017-10-17T21:27:47,Blacknubng
364,thaiparampil,920401284431339520,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
 http://dailym.ai/2yxAlHV ",2017-10-17T21:29:01,thaiparampil
365,FabmimiBlog,920402132595068930,0,0,0,New post on my blog: Malala Yousafzai trolled for 'wearing skinny jeans and high heels to Oxford http://fb.me/1Gi4IQ6Fu ,2017-10-17T21:32:23,FabmimiBlog
366,Malak Salman Shahzad,920402815268376578,0,0,0,Malala your jeans is much more better than a suicide jacket.  We love you. You are our pride.,2017-10-17T21:35:06,ANPGermany
367,SAEED NAWAB,920404239398121475,1,0,0,Malala your jeans is much more better than a suicide jacket.  We love you. You are our pride.@Malala,2017-10-17T21:40:45,SAEEDLEEDS
368,Donny Mac,920404516394151936,1,0,0,"Wear what you feel good in and enjoy the wonderful Oxford experience, Malala. You are a very special lady ",2017-10-17T21:41:51,donnymac26
369,Maria Eke,920405901546270720,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://fb.me/yJHBJjkI ,2017-10-17T21:47:21,mariaeke
370,@Blacknubng,920407680975503360,0,0,0,"Nobel prize winner Malala wears skinny jeans and high heels’ instead of traditional Muslim dress 
https://blacknub.com.ng/2017/10/17/nobel-prize-winner-malala-yousafzai-wears-skinny-jeans-high-heels-instead-traditional-muslim-dress-begins-studying-oxford/ … via @blacknubng",2017-10-17T21:54:26,Blacknubng
371,Sheikh Anvakh,920407682506526720,0,0,0,The scabby arsehole of the world Pakistan. Meanwhile Malala slags off Israel while lapping up Marxist shit at Oxford http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …,2017-10-17T21:54:26,Sheikh_Anvakh
372,Peetey S Dee,920408235315748864,0,0,0,Trolls target Malala for 'wearing jeans and high heels' | Daily Mail Online - http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …,2017-10-17T21:56:38,PeeteySDee
373,Bala Chadra,920409278657134593,0,0,0, #newswallet.co   This viral photo of  Malala Yousafzai  wearing jeans sparks huge online debate... http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …,2017-10-17T22:00:47,BalaCha67460260
374,Ann-Marie    🙈 🙉 🙊,920409949464756224,0,0,0,"Trolls target Malala for 'wearing jeans and high heels' 

http://dailym.ai/2yxAlHV  

Trolls being... https://gab.ai/Ann-Marie/posts/13478033 …",2017-10-17T22:03:26,Ann_Marie1
375,New Nat,920411056186515457,2,0,0,#congratulations to her!!! #Malala #Yousafzai  attends #Oxford University matriculation ceremony http://www.telegraph.co.uk/education/2017/10/14/malala-yousafzai-attends-oxford-university-matriculation-ceremony/?WT.mc_id=tmg_share_tw … via @tele_education,2017-10-17T22:07:50,NewbieNat
376,viralgaf,920411104542711808,0,0,0,Nobel prize winner Malala Yousafzai is targeted by vile trolls for ‘wearing skinny jeans… https://viralgaf.com/nobel-prize-winner-malala-yousafzai-is-targeted-by-vile-trolls-for-wearing-skinny-jeans-and-high-heels-instead-of-traditional-muslim-dress-as-she-begins-studying-at-oxford …pic.twitter.com/EGfYyuB5Ys,2017-10-17T22:08:02,viralgaf
377,Rosemary Cantwell,920413576157913088,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T22:17:51,KINDLY2016
378,The Daily Record,920415496264126464,1,3,0,Nobel Prize winner Malala Yousafzai trolled for 'wearing skinny jeans and heels' http://www.dailyrecord.co.uk/news/nobel-prize-winner-malala-yousafzai-11359333 …,2017-10-17T22:25:29,Daily_Record
379,Mark Tribue,920415964218437632,1,0,0,"Trolls target Malala for 'wearing jeans and high heels'

http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …
Let Her Live Her Life. You Are An #Inspiration @Malala",2017-10-17T22:27:21,mrblackcat1069
380,claudia,920418325468975105,0,0,0,pero a louis le alegra que aceptaron a malala en oxford ,2017-10-17T22:36:43,crawIies
381,Jess Phillips Jr.,920418900566831105,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://fb.me/9da9dpgyf ,2017-10-17T22:39:01,jessphillips747
382,Citizen,920419349814501376,0,0,0,"I have just seen an""unverified"" photo of Malala in skinny jeans& boots- very smart. Have seen no criticism anywhere. Free country. https://twitter.com/harounrashid2/status/920325263648526336 …",2017-10-17T22:40:48,naseemk2
383,Dirk,920420456775155713,1,0,1,"Trolls target Malala for 'wearing jeans and high heels'
Don't be surprised if she is being lined up as a future PM http://dailym.ai/2yxAlHV ",2017-10-17T22:45:12,Dirk00123
384,Oliva Riggle,920422196136132608,0,0,0,Nobel prize winner Malala Yousafzai is targeted by vile trolls for 'wearing skinny jeans and high heels' instead of… http://dlvr.it/PwDPDv ,2017-10-17T22:52:06,OlivaRiggle
385,Trend Style Daily,920424842171703296,0,0,0,"Malala Yousafzai Trolled For Wearing Skinny Jeans & Heels As She Studies At Oxford — WTF?

How awful! Malala Yousa… http://hollywoodlife.com/2017/10/17/malala-yousafzai-trolled-jeans-heels-oxford-photo/ …",2017-10-17T23:02:37,TrendStyleDaily
386,100% Celeb News 24/7,920425058128007169,0,0,0,Malala Yousafzai Trolled For Wearing Skinny Jeans & Heels As She Studies At Oxford — WTF? http://ift.tt/2kWRkhI  #celebrity #gossip,2017-10-17T23:03:29,celebnews1456
387,Luca Forzin,920425078852149248,0,0,0,How awful! Malala Yousafzai started her week at Oxford University in skinny jeans and a pair of heeled boots and s… http://ift.tt/2kWRkhI ,2017-10-17T23:03:34,Luca_Forzin
388,Shaan,920426418441457664,1,0,1,@Malala in Jeans & heels has offended more in Pakistan than #AhmadiApartheid or Hazara #Shiagenocidepic.twitter.com/fdXOFeIirl,2017-10-17T23:08:53,Shanyousaf6
389,Mr Nobullshit  🇦🇺,920426926518558721,0,0,0,"Why would this even be a surprise or news for that matter 
Trolls target Malala for 'wearing jeans and high heels'
 http://dailym.ai/2yxAlHV ",2017-10-17T23:10:54,Mr_Nobull
390,Ralph Hornsby,920427676871077889,0,0,0,Trolls target Malala for 'wearing jeans and high heels' | Daily Mail Online http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …,2017-10-17T23:13:53,RalphHornsby
391,Wilda V. Heard,920429247604301824,0,0,0,This is an example of sharia police: Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV ,2017-10-17T23:20:08,drWilda
392,@lalauraru777,920429781799395328,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T23:22:15,lalauraru777
393,Nethi Mahesh,920431395930959873,0,0,0, #newswallet.co   This viral photo of  Malala Yousafzai  wearing jeans sparks huge online debate... http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …,2017-10-17T23:28:40,nethim84
394,Nethi Lekesh Reddy,920431405082984448,0,0,0, #newswallet.co   This viral photo of  Malala Yousafzai  wearing jeans sparks huge online debate... http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …,2017-10-17T23:28:42,LEKESHREDDY1
395,Nethi Satya Vani,920431418315911169,0,0,0, #newswallet.co   This viral photo of  Malala Yousafzai  wearing jeans sparks huge online debate... http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …,2017-10-17T23:28:45,SatyavaniNethi
396,Breaking News,920432204097888256,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'

http://dailym.ai/2yxAlHV ",2017-10-17T23:31:52,jooilong
397,Frances,920433440436060161,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
Ignore them Malala.  Best wishes http://dailym.ai/2yxAlHV ",2017-10-17T23:36:47,graceomalley122
398,Bloggers,920436770797338624,1,0,0,This viral photo of 'Malala Yousafzai' wearing jeans sparks huge online debate - The @ietweet : http://shor.tt/14cT ,2017-10-17T23:50:01,ArticleBlogger
399,NewsHubNation,920437201456041984,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://www.dailymail.co.uk/~/article-4989426/index.html …,2017-10-17T23:51:44,NewsHubNation
400,kareem Lumumba,920438853722427394,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-17T23:58:18,KareemLumumba
401,PERVAIZAHMAD,920439840755343362,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-18T00:02:13,PERVAIZ44557354
402,Hayat Esfandiyar,920444164566913024,0,0,0,"Actually even religious observant Muslim woman of South Asian origin, in the west, wear jeans, but Malala wearing it is a cultural defection",2017-10-18T00:19:24,hayat5001
403,REVOLUTION,920445988422201346,1,0,1,Abuse:  Malala Yousafzai (pictured) has seen her first weeks at Oxford greeted with an internet ... http://dailym.ai/2yxAlHV#i-9efe9a09bd95e675 … via @MailOnline,2017-10-18T00:26:39,TonyFrance7
404,Brett Richards,920447076969926656,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-18T00:30:58,BrettRichards67
405,Ruqaiya,920449795931721728,52,1,17,even malala is getting abuse online for wearing jeans and ankle boots at uni LOL ffs can any muslim woman just live her damn life,2017-10-18T00:41:47,ruqaiya_h
406,HollywoodLife,920450638659702785,4,1,4,Some people weren't thrilled with an outfit Malala Yousafzai's rocked during her first week of school at Oxford. http://hollywood.li/0RRCsc2 ,2017-10-18T00:45:08,HollywoodLife
407,Shuaibu Mumuni,920450956038496262,0,0,0,They have no job and are not busy.Whats their business with anyone's jeans trousers,2017-10-18T00:46:23,MumuniShuaibu
408,Lashes for Trump,920451207247822848,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
http://dailym.ai/2yxAlHV  via @MailOnline",2017-10-18T00:47:23,mer1781
409,Maker Feed,920452948643196928,0,0,0,Malala Yousafzai attends first lecture at Oxford University #MakerEducationhttps://blog.adafruit.com/2017/10/17/malala-yousafzai-attends-first-lecture-at-oxford-university-makereducation/?utm_source=makerfeed.net&utm_campaign=feed …,2017-10-18T00:54:18,makerfeednet
410,Santosh Mahato,920455016514588672,0,0,0, #newswallet.co   This viral photo of  Malala Yousafzai  wearing jeans sparks huge online debate... http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …,2017-10-18T01:02:31,smahato53
411,Education Education,920460561443209216,0,0,0,Nobel prize winner Malala Yousafzai is targeted by vile trolls for 'wearing skinny jeans and high… http://dlvr.it/PwFP9y  (Google Alerts),2017-10-18T01:24:33,EducationGov
412,Benny The Brave,920463224612507648,0,0,0,Daily Mail: Trolls target Malala for 'wearing jeans and high heels' http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …,2017-10-18T01:35:08,BennyTheBrave
413,Himanshu Panwar,920465096740036608,0,0,0, #newswallet.co   This viral photo of  Malala Yousafzai  wearing jeans sparks huge online debate... http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …,2017-10-18T01:42:35,Himansh54545456
414,Blazing CatFur,920469715805282304,0,1,0,Malala Yousafzai targeted by fellow Muslims for ‘wearing skinny jeans and high heels’ instead of traditional Isl https://www.blazingcatfur.ca/?p=272550 ,2017-10-18T02:00:56,Blazingcatfur
415,kim walls,920471366750625793,0,1,0,Hello Malala! My 6th grade students are reading “I Am Malala.” They are in awe of you! Hope you are enjoying your studies at Oxford!,2017-10-18T02:07:30,kimwall44594577
416,Ashu  🇮🇳,920471470572105728,0,0,0,"Some Pakistanis are angry that Malala wore jeans and heels at Oxford university. 
http://www.dailymail.co.uk/news/article-4989426/Trolls-target-Malala-wearing-jeans-high-heels.html …",2017-10-18T02:07:54,asunanda50
417,Socialist Wombat,920471701514723328,0,0,0,Malala Yousafzai Trolled Online For Wearing Skinny Jeans And Heels To Uni - HuffPost Australia https://apple.news/A1-COexyERbGhVrL5VSICqw …,2017-10-18T02:08:49,3wombats
418,Sarcasticat,920472021489688576,0,0,0,Malala Yousafzai targeted by fellow Muslims for ‘wearing skinny jeans and high heels’ instead of traditional… http://dlvr.it/PwFfCX pic.twitter.com/Xs8f4GqwTi,2017-10-18T02:10:06,Nightmouse_BCF
419,Blazing CatFur,920472022488047616,0,0,0,Malala Yousafzai targeted by fellow Muslims for ‘wearing skinny jeans and high heels’ instead of traditional… http://dlvr.it/PwFfBW pic.twitter.com/ZJuXd4RHvX,2017-10-18T02:10:06,Blazingcatfur
420,Andrew Bostom,920473685630308352,1,0,2,Dhimmi UK: Mainstream Muslims target Nobel Prize winner Malala for 'wearing jeans & high heels' at Oxford http://dailym.ai/2yxAlHV ,2017-10-18T02:16:42,andrewbostom
421,Ms Angela B. Spragg,920473846519664640,0,0,0,Trolls target Malala for 'wearing jeans and high heels' https://lnkd.in/eTPcGsi ,2017-10-18T02:17:21,AngelaBSpragg
422,London Education Rev,920474810949312512,0,0,0,Malala Yousafzai attends Oxford University matriculation ceremony http://www.telegraph.co.uk/education/2017/10/14/malala-yousafzai-attends-oxford-university-matriculation-ceremony/ …,2017-10-18T02:21:11,londonedu_rev
423,Oliva Riggle,920475045423489035,0,0,0,Malala Yousafzai Trolled For Wearing Skinny Jeans & Heels As She Studies At Oxford — WTF? - Hollywood Life http://dlvr.it/PwFjhL ,2017-10-18T02:22:07,OlivaRiggle
424,PMLN (USA),920477404065300481,0,0,0,"Trolls target Malala for 'wearing jeans and high heels'
 http://dailym.ai/2yxAlHV ",2017-10-18T02:31:29,pmlnusa
425,Vijay S,920478869307535360,0,0,0, #newswallet.co   This viral photo of  Malala Yousafzai  wearing jeans sparks huge online debate... http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …,2017-10-18T02:37:18,im_vijay_kumar
426,MSN UK,920481393586475010,0,0,1,Malala Yousafzai trolled for 'wearing skinny jeans and heels' instead of Muslim dress at Oxford University https://www.msn.com/en-gb/news/world/nobel-prize-winner-malala-yousafzai-trolled-for-wearing-skinny-jeans-and-heels-instead-of-muslim-dress-at-oxford-university/ar-AAtEy58?ocid=ob-tw-engb-665 …pic.twitter.com/zjqDEY7RyD,2017-10-18T02:47:20,msnuk
427,Amy,920487100176244736,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline leave her alone u tickets aren't happy,2017-10-18T03:10:01,Amy01299212
428,Amy,920487273870778369,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline unless ur bitching and ragging,2017-10-18T03:10:42,Amy01299212
429,T S Sudhir,920488345242710016,6,0,3,"Her life, her jeans, her heels. #Malala's trolls need to get a life.  http://www.dailymail.co.uk/news/article-4989426/amp/Trolls-target-Malala-wearing-jeans-high-heels.html …",2017-10-18T03:14:58,Iamtssudhir
430,V.M.,920493553683443713,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-18T03:35:39,vm4839
431,omar r quraishi,920495482178363393,21,14,4,Daily Mail picked up my tweet on Malala and the whole jeans controversy pic.twitter.com/m1pryrragj,2017-10-18T03:43:19,omar_quraishi
432,michael allen,920496369554591744,0,0,1,Malala Yousafzai trolled for 'wearing skinny jeans and heels' instead of Muslim dress at Oxford University http://a.msn.com/01/en-gb/AAtEy58?ocid=st …,2017-10-18T03:46:51,mikelallen6
433,DR.P.D.TRIVEDY,920496838066757633,0,0,0,Trolls target Malala for 'wearing jeans and high heels' http://dailym.ai/2yxAlHV  via @MailOnline,2017-10-18T03:48:42,pdtrivedy
434,Sardar Riaz ul haq,920502029012914176,0,1,0,"What a idiots people criticize 
@Malala  more than 50% female students use jeans in Pakistan even in Afghanistan  @DailyMail @DailyMirror",2017-10-18T04:09:20,sriazulhaq
435,NAIJABUZZHUB,920503336092274688,0,0,0,Malala Yousafzai trolled for ‘wearing skinny jeans and high heels’ to Oxford https://goo.gl/fb/EP2pMX ,2017-10-18T04:14:32,HubNaijabuzzhub
436,Lisa  Livid #manus,920504291177136129,2,2,1,Malala Yousafzai Trolled Online For Wearing Skinny Jeans And Heels To Uni - HuffPost Australia  https://apple.news/A1-COexyERbGhVrL5VSICqw …,2017-10-18T04:18:19,LisaD787
437,NDTV,920504489609744384,58,45,14,"Malala Yousafzai trolled for wearing jeans in viral pic
https://www.ndtv.com/offbeat/malala-yousafzai-trolled-for-wearing-jeans-in-viral-pic-1764326 …pic.twitter.com/mAC8X6nryx",2017-10-18T04:19:07,ndtv
438,Madam Frogh,920504789540237312,7,0,1,Ridiculous. What about all the men who inside & outside the county keep wearing jeans & trousers. What’s wrong with this pic of @Malala ? https://twitter.com/ndtv/status/920504489609744384 …,2017-10-18T04:20:18,FroghWazhma
439,factsfeeding.com,920506141284630528,0,0,0,Malala Yousafzai Trolled For Wearing Jeans In Viral Pic http://factsfeeding.com/2017/10/18/malala-yousafzai-trolled-for-wearing-jeans-in-viral-pic/ …,2017-10-18T04:25:40,factsfeeding
440,Shaloo Garg,920506470302736384,0,0,0,Will be sure to grab a copy @Malala ! Good luck at Oxford! https://twitter.com/Malala/status/920252814533808128 …,2017-10-18T04:26:59,shalsgarg
441,Shah,920509272995319812,0,0,0,Really??I never knew Gujranwala is that much advance that more than 50% female students wear Jeans. Good Gujranwala keep it up.,2017-10-18T04:38:07,wasif188ali
442,"anu shukla,",920510046194237441,1,1,1,couldnt understand why...Is wearing jeans a crime?? Is it that bad a dress?or malala was prohibited wearing it by Law??,2017-10-18T04:41:11,ashukla30
443,Hi Tech Bachi,920510116549529605,26,4,6,"Malala k simple c
Jeans shirt py jisko 
Prob hy boht e paindu 
Ho yar 
Is se ziada stylish kaprday 
Tou hum pak myn pehnty hy
Paindu log",2017-10-18T04:41:28,hehehekekeke
