,fullname,id,likes,replies,retweets,text,timestamp,user
0,Mayray,919720223053438976,0,0,0, pakistanning: reservoirdogs: My brother is in Malala’s course in oxford and he just sent me this from... https://tmblr.co/Z6SUQu2R10Lm5 ,2017-10-16T00:22:43,MsMayray
1,julia,919724051513430019,1,0,1,mano a malala yousafzai no group chat do curso dela em oxford eu to !!!!!!! amei pic.twitter.com/VWtQJf2y7e,2017-10-16T00:37:56,juwlwia
2,London Economy,919741729133096962,0,0,0,Malala Yousafzai attends Oxford University matriculation ceremony http://www.telegraph.co.uk/education/2017/10/14/malala-yousafzai-attends-oxford-university-matriculation-ceremony/ …,2017-10-16T01:48:10,London_Economy
3,Aamu,919745929296695296,1,0,0,Malala just wore jeans and people are losing their shit! Koi haal nahi hamari awaam ka. ,2017-10-16T02:04:52,aamna_tweets
4,zishan tahir,919747563368210438,0,0,0,Great malala yousaf zai changed her look in oxford... pic.twitter.com/ByrO2Rpw5y,2017-10-16T02:11:21,zishanadv
5,ilhan,919758295166078976,13,0,5,"y are misogynists coming for malala because she wore jeans, home girl has a nobel peace prize and goes to oxford, what did your bum ass do?",2017-10-16T02:54:00,uhhilhan
6,EducationCollective,919762431592812545,0,0,0,Telegraph Opinion: Malala Yousafzai attends Oxford University matriculation ceremony http://edcol.org?l=4B97edcol.org/?l=4B97 ,2017-10-16T03:10:26,EducationCol
7,Karen Chestney,919781402106720256,1,0,0,"Malala Yousafzai nearly died for girls’ education. Today, she started at Oxford. https://www.huffingtonpost.com/entry/malala-yousafzai-oxford-university_us_59db9a7ce4b0b34afa5b1c0a?ncid=engmodushpmg00000004 … via @HuffPost",2017-10-16T04:25:49,KarenChestney
8,Venise Alstergren,919781783100538880,0,0,0,Just to wish you every possible success with your studies at Oxford.,2017-10-16T04:27:20,Venisejb
9,Pakistan Media Watch,919784955957440512,21,4,11,"Express newspaper blasts @Malala for wearing jeans after going to Oxford University, portrays it as a major sin #journalismpic.twitter.com/skEvO6KV71",2017-10-16T04:39:56,PakPressWatch
10,#NEONews,919785821489598469,0,0,0,"#Malala,Yosif Rai Ki Oxford & #Univarsty Li  Gai Ek, #Tasveer Ne Pore #Social Media Par Dhoom Macha Di.
#ARYNews
_
Follow @ARYTvMedia",2017-10-16T04:43:23,NEOHDNews
11,Madeena SHreef,919787559177240576,1,0,0,"#Malala,Yosif Rai Ki Oxford &amp; #Univarsty Li  Gai Ek, #Tasveer Ne Pore #Social Media Par Dhoom Macha Di.",2017-10-16T04:50:17,MadeenaShreef
12,vidyaswaroop saxena,919794821979443201,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate,2017-10-16T05:19:09,cheku1941
13,vidyaswaroop saxena,919795657212174336,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ … via @IndianExpress,2017-10-16T05:22:28,cheku1941
14,Shiffa Z. Yousafzai,919799507935727616,2,1,1,Not that I am an advocate of #Malala but lambasting her 4 wearing jeans is SICK. For God sake shes one of us.,2017-10-16T05:37:46,Shiffa_ZY
15,Azhimukham,919806334643552256,0,0,0,മലാല യൂസഫ്‌സായ് ജീന്‍സിട്ടാല്‍ ആര്‍ക്കാണ് പ്രശ്‌നം? https://goo.gl/zAuJ6t  #malalayousafzai #jeans @Malala,2017-10-16T06:04:54,Azhimukham
16,corina,919811402956705792,1,0,0,"Malala, un vis împlinit - studentă la Oxford! - http://www.catchy.ro/malala-un-vis-implinit-studenta-la-oxford/117683 …",2017-10-16T06:25:02,corin_a
17,Deborah Kay,919815677963145216,10,0,0,"Malala Yousafzai Nearly Died For Girls’ Education. Today, She Started At Oxford. https://www.huffingtonpost.com/entry/malala-yousafzai-oxford-university_us_59db9a7ce4b0b34afa5b1c0a …",2017-10-16T06:42:01,debbiediscovers
18,John Keys,919819582906519552,0,0,0,"Malala Nearly Died For Girls’ Education. Today, She Started At Oxford.: The women's… https://goo.gl/fb/KEHFcZ ",2017-10-16T06:57:32,Keyzmax
19,Glo gang  ✨,919821596071620608,3,0,0,Malala Yousafzai’s first day as a student at Oxford. http://sixpenceee.com/post/166304148744/malala-yousafzais-first-day-as-a-student-at …,2017-10-16T07:05:32,gloriah_16
20,Sikandar Ali Hullio,919823902402072576,0,0,0,"A child with Teacher(s) at Oxford, with a Pen and a Book in her hand is going to Change the World. @Malala",2017-10-16T07:14:42,HullioSikandar
21,Paula Eveland,919824209488089089,0,0,0,"Malala Nearly Died For Girls’ Education. Today, She Started At Oxford.: The women's… https://goo.gl/fb/1vNujH ",2017-10-16T07:15:55,EvelwonderP
22,WorldNewsOffice,919829115989102592,0,0,0,"Malala Nearly Died For Girls’ Education. Today, She Started At Oxford.: The women's… https://goo.gl/fb/A5q2qx ",2017-10-16T07:35:25,WorldNewsOffice
23, ⬇ ↘ ➡  ✊ = Hadouken,919830188061528064,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling pic.twitter.com/asEToxDAcC,2017-10-16T07:39:41,TheAsifAli
24,Aqeel Gill,919830907900571648,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling http://ift.tt/2gIeTGe pic.twitter.com/rVAoabidmU,2017-10-16T07:42:32,realaqeelgill
25,Aqeel Gill,919832074298777601,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling http://ift.tt/2gIeTGe pic.twitter.com/jnET6Z93zK,2017-10-16T07:47:10,realaqeelgill
26,Khurram Siddiqui,919833099705442304,1,0,0,Malala Nay Jeans Weans Pehan Li Touba Touba,2017-10-16T07:51:15,KhuurramSiddiqi
27,Khurram Siddiqui,919835293771030528,0,0,0,"18 Crore Members Of Judges Convicted @Malala Yousuf Zai For Wearing Jeans Weans Hayee Touba Toubaa 
@BushraGohar @nadeemmalik @HamidMirPAK",2017-10-16T07:59:58,KhuurramSiddiqi
28,Yasir Wattoo,919837689125457923,0,3,1,"Many girls in Islamabad , Lahore and Karachi wear jeans, if @Malala has to be criticized, those girls should be too. Do not discriminate her",2017-10-16T08:09:29,yesir786
29,Team Humanity,919840581395681281,0,0,0,#pakistan Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling pic.twitter.com/lDcMNTJ5WS,2017-10-16T08:20:59,waqas_jeee
30,Zia Ul Qamar Abbasi,919842378126692352,0,0,0,hairat ha ap or ap ki party ko Barma k musalmano ka zabah hona nai yad ata lakin malala ki jeans pe criticizam bht jaldi yaad aa jata ha,2017-10-16T08:28:07,Ziaabbasi007
31,Revisiting the Salaf,919843822179405824,1,0,0,"the Bakri morality police are going mad as #Malala was in jeans, yet have no issue with Aisha performing ghusl before men & suckling one",2017-10-16T08:33:51,naked_sunnism
32,BreakingNewsPakistan,919844014320336896,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling - https://breakingnewspak.com/malala-yousufzai-bashed-for-oxford-attire-and-its-quite-appalling/ … #Pakistan,2017-10-16T08:34:37,BreakingNewPak
33,SJ,919845598164959232,0,0,0,Pakistanis on FB are discussing the way Malala is dressed when going to Oxford. This is the state of the country,2017-10-16T08:40:55,sjaay
34,BoxOffice Collection,919847548902363136,1,0,1,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite a #TISNews Click Link- http://tinyurl.com/y926qp29 ,2017-10-16T08:48:40,NewzBoxOffice
35,BoxOffice Collection,919847548902363136,1,0,1,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite a #TISNews Click Link-http://tinyurl.com/y926qp29 ,2017-10-16T08:48:40,NewzBoxOffice
36,Tribune Life & Style,919849532791427072,12,8,9,Malala Yousufzai bashed for 'Oxford attire' and it's quite appalling  https://goo.gl/mgPMyi pic.twitter.com/Kky1narZaK,2017-10-16T08:56:33,ETLifeandStyle
37,Aakash Hassan,919851157438177280,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ … via @IndianExpress,2017-10-16T09:03:00,Aakashhassan
38,Yes-1,919851361180749825,0,0,0, sixpenceee: Malala Yousafzai’s first day as a student at Oxford. https://tmblr.co/Zq6QJn2R1oiZf ,2017-10-16T09:03:49,s1srev_sey
39,Shama Junejo,919852265284014080,26,12,5,"Let the girl live the way she wants 
This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate
http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …",2017-10-16T09:07:24,ShamaJunejo
40,Karachi AD Festival,919854336846585856,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T09:15:38,karachiadfest
41,SJ Paderborn,919854974259130369,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T09:18:10,Paderbornersj
42,Umair Khan,919855622157455360,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T09:20:45,Umairuk0322
43,Rima Hasan,919856401517858816,0,1,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T09:23:50,RimaHasan12
44,shortheadline,919857278249046017,1,0,0,"The picture of 'Malala Yusufzai' with jeans has been viral, Trolls compared to Mia Khalifa http://shortheadline.com/LifeStyle/The-picture-of-'Malala-Yusufzai'-jeans-has-been-viral,-Trolls-compared-to-Mia-Khalifa/4349#.WeR7b7dSScw.twitter …",2017-10-16T09:27:19,shortheadline
45,tuhin,919857524286767105,0,0,0,"People are trolling @Malala for wearing jeans now.
Yes such jobless people exist.",2017-10-16T09:28:18,rjtuhin
46,Social Network Newz,919858717541224450,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate http://bit.ly/2yNra7g pic.twitter.com/mX0T01yxXx,2017-10-16T09:33:03,SocialNet_Newz
47,Czarina Propitious,919861744679489536,6,1,3,"If Malala wearing jeans & jacket is the only thing you can hate on, then Allah help your miserably judgemental soul! Ameen https://twitter.com/twit_bruh/status/919516135795642373 …",2017-10-16T09:45:04,PropitiousOn3
48,Sunny,919862476333879296,0,0,0,Malala in jeans | Malala Yousafzai In Uk In Jeans: http://youtu.be/o3rGJoi91og?a  via @YouTube,2017-10-16T09:47:59,sunnysibghat
49,Sameer Siddiqui,919863434388426753,5,0,0,Yaar ap intehayi jahel aur beewakuf insan hay agar ap Malala ko jeans phen'nay ki waja se galiyaa derahay hai.,2017-10-16T09:51:47,SenatorSameer
50,Asfia Afzal,919865723379429376,0,0,0,"#Pakistanis are now bashing #Malala for her #western outfit

#pakistanisbreaktheinternet #LifeNeedsFlavor #Oxford #MalalaYousafzai https://www.brecorder.com/2017/10/16/375006/pakistanis-are-now-bashing-malala-for-her-western-outfit/ …",2017-10-16T10:00:53,Asfia_BR
51,Rakesh Dhaka,919866198531207169,0,0,0,"Retweeted Pakistan Media Watch (@PakPressWatch):

Express newspaper blasts @Malala for wearing jeans after going... http://fb.me/8ZXmCivJQ ",2017-10-16T10:02:46,FoojiBhai
52,Shradha Singh,919866794017525760,0,0,1,"Its not her jeans , it's the chauvinistic genes. Really worth discussion???@Malala @MalalaFundhttps://www.indiatimes.com/news/india/unverified-photo-of-malala-yousafzai-wearing-jeans-in-london-sparks-controversy-online-331766.html …",2017-10-16T10:05:08,missgypsyfeet
53,missi,919868499966570496,10,0,3,"We love to bash our women,don't we?Whether it's covered wife of Zaid Ali,smoking Mahira or malala in jeans?Our fav time pass as a Nation",2017-10-16T10:11:55,miss_uni_corn
54,Ali Mirza,919871381034229761,0,0,0,Ooo jeans,2017-10-16T10:23:22,AliMirz66867199
55,Naval Singh,919874549776244737,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate – The Indian Express http://indianexpress.com/article/trending/trending-globally/malala-yousafzai-apparently-wore-jeans-viral-photo-online-debate-4891667/ …,2017-10-16T10:35:57,navalkishor44
56,Sir Jadeja,919874994535989249,389,35,96,Malala Yousafzai Enters #Oxford. Her Dress Is Giving Burnol Moments To #Pakistan. Some Radical Morons Never Grow Up. #MalalaYousafzaipic.twitter.com/fM55FC1T9c,2017-10-16T10:37:43,SirJadeja
57,Sushant Kaushal,919875454814711809,0,0,0,@Malala Enters #Oxford. Her Dress Is Giving Burnol Moments To #Pakistan. Some Radical Morons Never Grow Up. #MalalaYousafzaipic.twitter.com/QsigCl6hW7,2017-10-16T10:39:33,Sushant_Kaushal
58,#NZvPAK #GeoSuper,919876387368030208,0,0,0,Malala Yousafzai Enters #Oxford. Her Dress Is Giving Burnol Moments To #Pakistan. Some Radical Morons Never Grow U… https://twitter.com/i/web/status/919874994535989249 …,2017-10-16T10:43:15,GeoSuper_PK
59,Murtaza Zb  🌐,919876465096888320,0,0,0,"Sad to see some jerks criticizing #Malala for wearing Jeans.. I mean WTF, are we living in Stone Age or Girls don't wear that in #Pakistan?",2017-10-16T10:43:34,murtazazb1
60,Purvi,919877108536659970,0,0,0,Malala Yousafzai Enters #Oxford. Her Dress Is Giving Burnol Moments To #Pakistan. Some Radical Morons Never Grow U… https://twitter.com/i/web/status/919874994535989249 …,2017-10-16T10:46:07,pretty_purvi
61,HD Photos,919879191457386496,0,0,0,Viral photos of ‘Malala Yousafzai’ wearing jeans sparks huge online debate http://youtu.be/UIfeAtFFyOQ?a ,2017-10-16T10:54:24,hdphotos4u
62,The Best of Media,919880376104861696,0,0,0,This viral photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate  http://media-scanner.blogspot.in/2017/10/this-viral-photo-of-malala-yousafzai.html …,2017-10-16T10:59:06,rajrishi
63,Shunya M,919880890464976897,0,0,0,@Malala in jeans.. relax buddy you have the liberty to wear any dress you desire..,2017-10-16T11:01:09,shunya1718
64,Aisha,919883753102725120,13,0,9,"*OMG LOOK MALALA WEARING JEANS  *

first of all, shut the hell up. You never accepted her in eastern attire.",2017-10-16T11:12:32,aishaqamar97
65,Marium Soomro,919885751160012802,91,5,39,Malala Yousafzai photographed wearing jeans and all the haters go wild. This mentality is what keeps nations and societies in decline. pic.twitter.com/5ZtuEGwA6p,2017-10-16T11:20:28,Marium_Soomro
66,Adnan Khan,919889291400052737,0,0,0,#Malala 's first day at Oxford. She is dressed properly according to the wishes of her well wishing shooters. pic.twitter.com/fVlZi8Trwf,2017-10-16T11:34:32,adnanwk
67,Being Human,919890296267264000,0,0,0,"Mujhe koi acting sekha k phir goli marde mujhe bhi oxford mein parhna hai
#Malala",2017-10-16T11:38:32,insaanidarinda
68,Terry Khattak,919891859966779392,8,2,0,"Sir, aap jaisay farigh log, dimaghon kay talay khol dain to mulk bilkul theek ho jayay ga. Jeans pehan nay se mulk karab nahin hotay.",2017-10-16T11:44:44,TerryKhattak
69, 🌟 Maníha Barry  🐾,919894832415461376,1,0,0,"Hamari qoum koi or kaam Nahi hay 
Ab malala ko jeans shirt pehnay peer Judge karay thay 
Pehlay mahiro lo or malala 
Ah  this isn't right",2017-10-16T11:56:33,ManihaAamir
70,Monik.solanki,919894981338284032,1,0,0,malala in oxford like #harry potter in #hogwords,2017-10-16T11:57:09,MonikSolanki
71,The Brief Culture,919896055482855424,0,0,0,Photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate pic.twitter.com/ANtOzJHTaX,2017-10-16T12:01:25,thebriefculture
72,The Brief,919896594509651974,4,1,0,Photo of ‘Malala Yousafzai’ wearing jeans sparks huge online debate pic.twitter.com/YQkht6JUH2,2017-10-16T12:03:33,thebriefintl
73,UNT,919897095363895296,0,0,0,Malala Yousafzai was clicked wearing jeans in UK. The internet has snapped already http://www.universalnewstimeline.com/News-Details.aspx?id=21642 …,2017-10-16T12:05:33,UNTimeline
74,summernation.,919897972292366337,0,0,0,Kind of disappointed to see that Malala's 'Oxford attire' is just regular clothes.,2017-10-16T12:09:02,summeryael
75,Harry Rawcliffe,919900313632542722,8,0,0,Finding out that Malala likes 'Oxford Dank Meme Society' on fb has made my week,2017-10-16T12:18:20,HarryRawcliffe_
76,OddNaari,919903437889814530,12,4,7,"Once hailed for getting shot, @Malala is now getting trolled for wearing jeans.
http://www.oddnaari.in/news/story/malala-yousafzai-oxford-jeans-viral-picture-truth-126511-2017-10-16 …",2017-10-16T12:30:45,OddNaari
77,Stylist Magazine,919907282900652033,5,0,0,Malala’s message on her first day at Oxford University is both inspirational and emotional https://buff.ly/2wU9IJp pic.twitter.com/78LOgAZvwZ,2017-10-16T12:46:01,StylistMagazine
78,South Bay Decor,919908674092650496,0,0,0,Malala’s message on her first day at Oxford University is both inspirational and emotional … pic.twitter.com/zIamp33Ug2,2017-10-16T12:51:33,southbaydecor
79,Raza Rashid,919909239342161925,1,0,0,Malala looked cool as fuck in those jeans tbh,2017-10-16T12:53:48,RazaRashid14
80,U4UVoice,919909453943603201,0,1,0,"Malala Yousafzai’ caught wearing jeans sparks, see how Twitteratis responded
Read here - http://u4uvoice.com/?p=278327 pic.twitter.com/Ds0v9G6OQl",2017-10-16T12:54:39,U4U_Voice
81,Afeef Ibn Albra,919909752536264704,0,0,0,"Over Active Pakis On Social Media Berate Malala On Her ""Oxford Attire"" Malala bags the spotlight in modern ‘Oxford… http://ift.tt/2xIZZVT pic.twitter.com/59EgqSrFW2",2017-10-16T12:55:50,ranaalikash
82,joenarua,919916859524337664,0,0,0,"Malala postou imagens de três livros de Lógica que está usando em Oxford. Autores: Wilfird Hodges, Graham Priest e Volker Halbach. https://twitter.com/Malala/status/917414203186667520 …",2017-10-16T13:24:05,joedsonff
83,Syedmajeedullah,919920656535322627,0,0,0,Malala Yousafzai was clicked wearing jeans in UK. The internet has snapped already http://www.timesnownews.com/international/article/malala-yousafzai-birmingham-jeans-uk-oxford-yousafzai-internet-pakistan-taliban-siasat/107687 …,2017-10-16T13:39:10,Syedmajeedulla3
84,Shah,919920977244491776,0,1,0,I have reservations with respect to Malala role against Pak but wearing jeans in UK is OK I think.,2017-10-16T13:40:26,wasif188ali
85,Beenish Javed,919921422054641664,6,1,1,".@Malala wear jeans, study hard and live your life to the fullest.. Men stop judjing women on what they wear.. I Love how she wears dupatta",2017-10-16T13:42:12,beenishjaved
86,Mohammad Sajid,919922962962239488,2,1,0,Malala mein aisi Kia extra ordinary educational achievement thi ke use oxford Mein admission mil gaya. Another anti Pakistan in making.,2017-10-16T13:48:20,Saj_Qureshi
87,Nadir Osman,919923162145574912,4,0,0,"What a price she had to pay to be at Oxford  ????
Malala from Swat to Oxford, what a Change !",2017-10-16T13:49:07,seraikham
88,Adam N Weinstein,919926724095303681,1,0,2,Urdu language newspaper criticizes Malala's wearing of Western clothes as she walks around Oxford. https://twitter.com/ProfTahirMalik/status/919880066938687493 …,2017-10-16T14:03:17,AdamNoahWho
89,SAADIA  🌸,919930737536720896,2,0,1,"Tight Jeans Aur Jacket 
Per Tera Dupatta Sadqey 
Jaon Terey Adha Kilo Musalman Hone Per ... !!! @Malala  pic.twitter.com/PnsQgQrQzC",2017-10-16T14:19:13,Saaditistic
90,TNSWorld,919934988669411328,1,0,1,Internet goes gaga as Malala was clicked wearing jeans in UK pic.twitter.com/v4b2jMIt2J,2017-10-16T14:36:07,TNSNEWS
91,jenya751,919937417909547008,0,0,0, pakistanning: reservoirdogs: My brother is in Malala’s course in oxford and he just sent me this from... https://tmblr.co/Z9NpAj2R2Ayjo ,2017-10-16T14:45:46,jeniya13
92,Saurabh Sahai,919953839544983552,0,0,0,"Twitter reacts to photo of Malala wearing jeans
https://goo.gl/QKYZTV 
-via @inshorts",2017-10-16T15:51:01,ssahaiss
93,Peshawar,919953916539875328,4,1,1,Malala bashed for ‘Oxford attire’ and it’s quite appalling. Morons shud talk abt her great vision&mission not attire https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T15:51:20,PeshawarKPK
94,faima bakar,919954277182922752,8,0,0,Malala’s backlash at wearing western attire around Oxford. Was she meant to wear the Pakistani flag to uni? Leave the girl alone. https://twitter.com/AtulMhatre13/status/919927493158563840 …,2017-10-16T15:52:46,FaimaBakar
95,Pakistan News,919956434124787712,0,0,0,"Malala bags the spotlight in modern 'Oxford attire,' anti-Malala brigade hits back - Daily Times http://ift.tt/2yMNTQW pic.twitter.com/PL1g96ml54",2017-10-16T16:01:20,pakistaninews
96,Usman Hanif  🌐,919958659546873857,1,1,0,Log chahtay hain woh oxford university mai Pakistani school uniform pehn kar jaye,2017-10-16T16:10:11,second_chapter
97,Tropical Guru,919959122220548096,0,0,0,I added a video to a @YouTube playlist http://youtu.be/oEs-YF1ZbOY?a  Malala Yousafzai Wearing Jeans || لندن میں ایسے لباس,2017-10-16T16:12:01,tropical_guru
98,Tropical Guru,919959140449046528,0,0,0,Malala Yousafzai Wearing Jeans || لندن میں ایسے لباس میں تصویر کہ سوشل میڈیا پر ہنگامہ کھڑا,2017-10-16T16:12:05,tropical_guru
99,Farzana Shaheen,919965407250874368,0,0,1,"Aap sab ne Malala ki jeans notice kin..maine usska dupatta notice kiya.
Aapki opinion jaye bhaar mn ☻☻",2017-10-16T16:36:59,FarzanaLAK
100,ELLE South Africa,919969023936172032,15,0,1,Malala took her first classes at Oxford last week http://bit.ly/2ycLdZC ,2017-10-16T16:51:22,ELLESouthAfrica
101,Asif Lashari,919970512213770241,0,0,0,Malala Yousafzai at Oxford: http://youtu.be/mMNzOflNKto?a  via @YouTube,2017-10-16T16:57:16,lashari19
102,Jack Gevertz 🏳️‍🌈,919972004605939712,0,0,0,Commentators in Pakistan are angry at Nobel Peace Prize winner and Oxford student's @Malala's choice of clothing https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T17:03:12,jackgevertz
103,Turab Syed,919974359061712896,8,0,1,What's the big deal if @Malala wore jeans lol. Some people are pathetic man,2017-10-16T17:12:34,Tazknight
104,IMRAN ZAKI,919975190829977600,0,0,0,"If women wearing jeans cause earthquakes, as per the BOARana Fazal ur Rehman, then dear Brits,  Malala just started wearing jeans.",2017-10-16T17:15:52,IMRANTHS
105,T.L.Miller,919975740606689285,0,0,0,So very proud you're part of the sisterhood. Good luck at Oxford!,2017-10-16T17:18:03,THATmoozie
106,Elizabeth Pears,919978047641661442,138,4,47,Ummm... Malala was shot by the Taliban for going to school. I doubt she cares what you think of her fashion choices while she's at Oxford ,2017-10-16T17:27:13,BizPears
107,shahid malik,919978679014514691,0,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T17:29:44,Shahidji
108,Zainab,919979072645681152,1,1,0,A picture of Malala Yousufzai attending Oxford. she looks amazing. typically- pakis are mad that she's not covered enough. fucks sake. pic.twitter.com/O0vbf7xuBj,2017-10-16T17:31:17,786ix
109,Corina Lynn Becker,919982121032323074,0,0,0, pakistanning: reservoirdogs: My brother is in Malala’s course in oxford and he just sent me this from... https://tmblr.co/ZufSAy2R2S9SE ,2017-10-16T17:43:24,CorinaBecker
110,Zulfiqar Ahmad,919985223693209601,1,0,0,Malala Yousufzai bashed for ‘Oxford attire’ and it’s quite appalling https://tribune.com.pk/story/1532509/malala-yousufzai-bashed-oxford-attire-quite-appalling/ …,2017-10-16T17:55:44,Zulfikarmza
111,ً,919987439627833344,0,0,0,the fact that my friend gets to tell her kids that an icon like MALALA YOUSAFZAI is in all her lectures at oxford is so awesome,2017-10-16T18:04:32,RAYSFUNERAL
112, ❤️Syeda Mahinu  ❤️,919989679252017152,1,0,0,Malala k jeans na to tahalka macha dya,2017-10-16T18:13:26,SyedaMahinu
113,Fried Eye,919991397649805312,0,0,0,Who said that #Malala in jeans looks like @miakhalifa ?,2017-10-16T18:20:16,friedeye
114,Qaiser Wakeel Khatak,919996145727762432,0,0,0,"Malala wears jeans, and people lose their shit!!! 
Hahahahaha that's a new low XD — feeling amused",2017-10-16T18:39:08,QaiserWakeel
115,AHMAD CH,919997122149257217,0,0,0,Malala yousafzai leaked pic in jeans viral on social media.leak pics of malala yousafzai in jeans.: http://youtu.be/HKlZgVYWZps?a  via,2017-10-16T18:43:01,ahmadch457
116,Awais Satti,919998731164012544,8,1,1,Who the hell are we to judge Malala on her jeans.Jeans is just a dress like Shalwar Kameez.This nation needs to grow up.,2017-10-16T18:49:24,awassatti
117,prayag sonar,920000973568913409,54,4,24,Mahira wears shorts. Malala wears jeans.Women like to wear what they want. its just their male domintaed country forced them to follow rules,2017-10-16T18:58:19,prayag_sonar
118,Faisal,920002929507135488,0,0,1,May God save @Malala from trolls for wearing jeans.. https://twitter.com/alisalmanalvi/status/919980783187701761 …,2017-10-16T19:06:05,iamfaisal1_
119,Humeira Kazmi,920005812965298189,9,3,2,"I can't believe that #Malala wearing jeans is top news in Pakistan, up for debate, fodder for articles. WTF is wrong with this country?!!!",2017-10-16T19:17:33,humeirakazmi
120,Gina Khan,920007545770700812,6,0,2,"I fought hard to wear my jeans as a young woman..long story
But 
Lovely to see @Malala enjoy our freedoms  https://www.samaa.tv/social-buzz/2017/10/malala-jeans/ …?amp=1",2017-10-16T19:24:26,GinaKhanUK
121,Ehtmad Shah,920015655423938560,2,0,0,Her dress is modest and still decent than most fitted ladies shalwar kameez which are more revealing than some jeans. #Malala,2017-10-16T19:56:39,EhtmadShah
122,Rashid H. Rajput.,920022075976372224,6,0,2,"Sunta ja sharmata ja...

Our very own GanjiSwag @junaidakram83 presents:

Haww Haye Malala ne jeans pehan li. 
https://youtu.be/ynxwKx0lMFs ",2017-10-16T20:22:10,RashidRaajput
123,विक्रम शंकर द्विवेदी,920022260236374016,0,0,0,Malala Yousafzai was clicked wearing jeans in UK. The internet has snapped already http://fb.me/CVEgsfRK ,2017-10-16T20:22:54,Vikram_Dwivedi
124,راحب,920025036785938434,0,0,0,"Zaid wife was covered , Mahira was smoking & now Malala's jeans Allah kay bando kisi ko tu maf karo. This sick mindset needs to be changed .",2017-10-16T20:33:56,rahibalishah
125,Michael Hill,920032390046736384,0,0,0,Malala Yousafzai: 'So excited to go to Oxford!!' http://crwd.fr/2uZCWWu pic.twitter.com/NyUoGxnLy6,2017-10-16T21:03:09,Mr_MikeHill
126,JBE,920044163537633280,0,0,0,"Malala Yousafzai nearly died for girls’ education. Today, she started at Oxford. https://www.huffingtonpost.com/entry/malala-yousafzai-oxford-university_us_59db9a7ce4b0b34afa5b1c0a?ncid=engmodushpmg00000004 … via @HuffPost",2017-10-16T21:49:56,msjbe20a
127,Faheem Tanoli,920055878262444033,0,0,0,Bushra g want to see you in jeans too...I am admirer of malala..she looks great :),2017-10-16T22:36:29,FaheemTanoli
128,TIMES NOW,920076898402570242,44,29,5,Malala Yousafzai was clicked wearing jeans. Social media users divided http://www.timesnownews.com/international/article/malala-yousafzai-birmingham-jeans-uk-oxford-yousafzai-internet-pakistan-taliban-siasat/107687 …,2017-10-17T00:00:01,TimesNow
129,Lost Soul,920080324796846080,0,0,0,Malala Yousafzai was clicked wearing jeans. Social media users divided http://www.timesnownews.com/international/article/malala-yousafzai-birmingham-jeans-uk-oxford-yousafzai-internet-pakistan-taliban-siasat/107687 …,2017-10-17T00:13:38,unitewarrior
