,fullname,id,likes,replies,retweets,text,timestamp,user
49,shubham singh,910953724884901888,0,0,0,Bhut akal wali h.  She won't take matters stupidly.,2017-09-21T19:47:47,MS7shubham
50,Z.,910953776743403526,1,1,0,"Log insta pr mahira khan arhay hatho lay rhy. 
Bhai uski zindagi ha usy jeenay do.",2017-09-21T19:47:59,zubairAshraf_
51,Talk Shows Central,910953776827322368,6,3,0,"#MahiraKhan and #RanbirKapoor Shocking Pictures
https://youtu.be/MfcaZgzLGqA pic.twitter.com/UryW9puGJZ",2017-09-21T19:47:59,TalkShowsPk
52,BombayTimes,910953783844368384,297,24,50,"Ranbir Kapoor captured chilling with Mahira Khan, guess the place? pic.twitter.com/UATpr41w9j",2017-09-21T19:48:01,bombaytimes
53,Abeera,910953800269287425,0,1,0,Is she Mahira khan? https://twitter.com/kamaalrkhan/status/910945121280987136 …,2017-09-21T19:48:05,AbeeraMR_
54,Jessie Bottcher,910953844540100616,0,0,0,Ranbir Kapoor And Mahira Khan CAUGHT TOGETHER In NYC And Their Pictures Are Going Viral - http://India.com http://ift.tt/2w9BuRU ,2017-09-21T19:48:15,JessieBottcher
55,Apocalypse,910953894997577733,1,2,0,seriously defending mahira khan?,2017-09-21T19:48:27,itsmuqaddas_
56,Ammad Paracha,910953942762344450,0,1,0,#mahirakhan @TheMahiraKhan  Sharma Se Mar Jao Pak Se Dafa ho jao shot dress oper cigrt tm jesi paki girls actors pak ko band karti,2017-09-21T19:48:39,Ammad_paracha1
57,Harsh Pancholi,910953946935574528,0,1,0,What I'm hearing about is- #RanbirKapoor in relationship with his rumoured gf #MahiraKhan. If it's true thn what has happened to #Ranbir? ,2017-09-21T19:48:40,harshpancholi21
58,Shahid,910953955936661504,1,0,0,Mwra hw r u feeling now aftr seeing @TheMahiraKhan smoking in the streets of NYC with Rambir  kapoor(ur crush). ,2017-09-21T19:48:42,S_hidz
59,ILovemyIndia,910953971748966400,1,0,2,"Mahira khan? Seriously?  Ranbir come on, u deserve better! After deepika & katrina u have come down to this lady,have some standards atleast",2017-09-21T19:48:46,ILuvIndiaI9
60,Siasi Ujala,910953971971436550,0,0,0,Mahira Khan and Ranbir Kapoor Smoking | Viral Pictures - Mahira Khan Backless http://fb.me/xIq0VqPU ,2017-09-21T19:48:46,SiasiUjala
61,Ghareeb.,910953989927243776,0,0,0,"Mahira khan cigratte piye ya sex kry ranbir kapoor k sath..

Hmein kia lena dena?",2017-09-21T19:48:50,ghareebbra
62,Google News Hindi,910954014761615360,0,1,0,"#RanbirKapoor #Ranbir #MahiraKhan #INDvAUS #DeepikaPadukone #PeaceDay 

Is she Ranbir Kapoor New Girlfriend???

https://youtu.be/N0TEK6buwVA pic.twitter.com/LmljGnHoev",2017-09-21T19:48:56,GoogleNewsHndi
63,M,910954026589618176,9,1,0,"many people are criticising mahira khan but it's nice to see that some people still have brains, who're taking a stand",2017-09-21T19:48:59,martamz_
64,Smarty Girl Warisha,910954049524129800,3,0,0,Good night  @TheMahiraKhan,2017-09-21T19:49:04,SmartyG99872260
65,-,910954086593417218,1,0,1,"""mahira khan from pakistan is very pretty"" @MawraHocane dont feel sad plshttps://twitter.com/Bollyhungama/status/883273380232740864 …",2017-09-21T19:49:13,imariamkhan_
66,Sesh♡,910954106742874112,11,1,1,"Badass babe @TheMahiraKhan!
#MahiraKhan #RanbirKapoorhttps://twitter.com/Popdiarieslive/status/910928876091588609 …",2017-09-21T19:49:18,Oh_My_Mascara
67,TOI Entertainment,910954166687866881,175,15,26,Bollywood actor #RanbirKapoor spotted chilling with @TheMahiraKhan pic.twitter.com/c0WygLJOPD,2017-09-21T19:49:32,TOIEntertain
68,SRK s crazy Lover,910954251836379136,1,0,0,I don t like when a woman smokes at all. For me personally there is something especially vulgar n repulsive in it.,2017-09-21T19:49:53,Svetlana555_Bab
69,Abeera,910954374381342721,3,2,0,Mahira Khan fans beware a storm is coming.,2017-09-21T19:50:22,AbeeraMR_
70,KMJ  🇵🇰,910954377988513792,0,0,0,"@TheMahiraKhan i just opened facebook and its flooded with you & ranbir pics. Ignore everyone, you’re lookin smokin!!",2017-09-21T19:50:23,iamkmj1
71,Aaqib Aiman,910954407801393152,1,0,0,Smkng kills!!!,2017-09-21T19:50:30,iam_aaqib
72,Abu Bakar,910954531793580033,0,0,0,@RanbirKapoorFC @TimesNow @TheMahiraKhan @geonews_english @ARYNEWSOFFICIALpic.twitter.com/6zMp0POBXK,2017-09-21T19:50:59,AbuBakar2419
73,sanakhan4,910954538223497216,1,1,0,@ASRkiMoonlight Sona ,2017-09-21T19:51:01,sanakhan404
74,sß,910954623476871169,0,0,0,"Loool ranbir kapoor & mahira khan, fuck & cig buddies. This should be interesting. pic.twitter.com/5gx2JmDB20",2017-09-21T19:51:21,heartUsrk
75,KMJ  🇵🇰,910954630426890241,1,0,0,And she’s lookin so fuckin good!! I mean seriously!,2017-09-21T19:51:23,iamkmj1
76,sadiqa SHAIKH,910954689310498821,0,0,0,"I actually love 
#mahirakhan &#RanbirKapoor 
As couple !!",2017-09-21T19:51:37,SadeqaShaikh
77,Haseeb Raza Rana,910954704691228674,0,0,0,@TheMahiraKhan pic.twitter.com/Fv6XAkSCW6,2017-09-21T19:51:40,haseebraza136
78,Haseeb Raza Rana,910954732621090816,0,0,0,@TheMahiraKhan pic.twitter.com/nYQTnLxTnn,2017-09-21T19:51:47,haseebraza136
79,NourQan 🇵🇰,910954781295996931,0,0,0,@TheMahiraKhan es randi owrat ko dekh budhi ho k bi sudhar nh rehi pic.twitter.com/nxDVvJDPhb,2017-09-21T19:51:59,theNourQan
80,Haseeb Raza Rana,910954787155382272,0,0,0,@TheMahiraKhan pic.twitter.com/D6S8TzFQJR,2017-09-21T19:52:00,haseebraza136
81,Zaid Ali,910954807116075010,0,0,0,My impression about mahira was very decent but these pics are telling different stories.,2017-09-21T19:52:05,ZhdPti
82,Manish Rock,910954809028726785,0,0,0,@TheMahiraKhan where are you???? ,2017-09-21T19:52:05,manishrock619
83,فاطمہ,910954882215137281,4,0,1,Chalo jee sab molvi bn gaye ab #mahirakhan,2017-09-21T19:52:23,Eff__jai
84,Vampire  🍇 🎸,910954922774056961,1,0,0,Mujy lgta hai ye edited face hai mahira khan nai hai yee,2017-09-21T19:52:32,jabhaikamkar
85,maXes,910954962401812480,1,0,0,mahira khan ,2017-09-21T19:52:42,HORUS_PTI
86,Sumbal,910955036154449920,1,0,0,Lmfao I love you Queen @TheMahiraKhan,2017-09-21T19:53:00,dessssiis
87,Ammara.,910955079511023616,1,0,0,"Chalo abh sab Mahira Khan ke peechay parjao 
Topic chye sabko bss",2017-09-21T19:53:10,SyedaaAmmara
88,hammad,910955115607216128,1,1,0,So Mahira Khan is smoking big fucking woup,2017-09-21T19:53:18,mediocentroPK
89,Partiksha Verma,910955271521935360,0,0,0,#NYC @TheMahiraKhan @zoom @pinkvilla @instantbolly #RanbirKapoor,2017-09-21T19:53:56,PartikshaV
90,Haseeb 🌸,910955362152538112,0,1,0,Mahira Khan ne kya kardiya?,2017-09-21T19:54:17,notHadeeb
91,maya.,910955369119219712,1,0,0,"@TheMahiraKhan you should keep ""Mah Lyf Mah Rulz"" as your bio now!",2017-09-21T19:54:19,mayalicious17
92,Maryam Haider,910955435057975298,2,0,0,Mahira khan's mentions must be lit rn,2017-09-21T19:54:35,maryamhaiderr
93,S.J,910955484793974785,0,0,0,u should've at least thought about u're son b4 going 4ward with such shenanigans like those in these pics.,2017-09-21T19:54:46,vmorghulis1860
94, 🥀,910955506709274624,24,1,2,mahira khan you doing great sweetie,2017-09-21T19:54:52,kaymblrr
95,Mariam Aman,910955580294074368,0,0,0,No so chilling. He is bored. Yawning. ,2017-09-21T19:55:09,MariamAmanS
96,Maryam,910955593996931072,1,1,0,All this criticism. Meanwhile Mahira Khan remains relevant and unbothered pic.twitter.com/IPmHzoe6q9,2017-09-21T19:55:13,BefourMaryam
97,Attaullah Khan_pti,910955629719752704,0,0,0,Allah khidayat di mahira khan ko Allah hum sab p raham Kare ameen,2017-09-21T19:55:21,Attaull00851508
98,Meher  🏅,910955631984676865,3,2,1,"So i was right. Ranbir Mahira dating
Just look at the hickey on Mahiras back 
#RanbirKapoor #mahirakhan pic.twitter.com/aZm73nVMu0",2017-09-21T19:55:22,OfficialMeher
99,-,910955666004684800,0,1,0,mahira khan is over-rated and female version of Ali zafar says the w@seem from shikarpur Pakistan cuz he is a vice kaptaan so why not.. https://twitter.com/ViceKaptan/status/910948453613805569 …,2017-09-21T19:55:30,imariamkhan_
100,Mariam Aman,910955741212741632,1,0,0,Domrapan sehat ke liyee haani karak hosakta hai.,2017-09-21T19:55:48,MariamAmanS
101,MIRZA STREAM,910955758359076865,0,0,0,Ranbir Kapoor and Mahira Khan's unseen smoking photos viral on internet: http://youtu.be/zV1XEEx1Ju0?a  via @YouTube,2017-09-21T19:55:52,SAANI3620
102,No,910955853196529664,6,4,0,Mahira Khan Wala Kya scene Hai?,2017-09-21T19:56:14,Marobabez
103,ایمن,910955910041948161,3,1,2,@TheMahiraKhan that time of the year...xx https://twitter.com/muftimenk/status/910786137765097472 …,2017-09-21T19:56:28,shaat_up
104,®,910956026156978176,4,0,1,Jo attention chahye thi mahira khan ko vo usay dydi tm logon ny.,2017-09-21T19:56:56,_hikatlobye
105,Birdie,910956057840807936,0,0,0,Aagg lagdi kuriyee @TheMahiraKhan ,2017-09-21T19:57:03,lahoridhol
106, 🌼 🐝 🌼Nups 🌻 🐞 🌻,910956090673659905,0,0,0,What gives you the right to call her names?,2017-09-21T19:57:11,architypes12
107,Mountain girl #MeToo,910956130653933568,1,1,0,"Mahira Khan, you are ",2017-09-21T19:57:20,SaimaKarim89
108,regina,910956159158358017,15,0,0,Öndeki ben cnmlr  #MahiraKhan #RanbirKapoorpic.twitter.com/B1FMCAF8Yi,2017-09-21T19:57:27,alwaysfaweer
109,Samy Says,910956276347293697,108,15,32,"Spotted Ranbir Kapoor and Mahira Khan while smoking outside a hotel in New York!
#RanbirKapoor #mahirakhan @ranbirrk @TheMahiraKhan pic.twitter.com/daaQ4i25SQ",2017-09-21T19:57:55,sagarsamy
110,shahid Abbasi,910956340985688066,0,0,0,"@TheMahiraKhan 
Shame on you for exposing yourself in such a pathetic way pic.twitter.com/ZJlrlmfryE",2017-09-21T19:58:11,shahidA59286810
111,Sam¡,910956428772495360,3,0,1,"Give cigarette through into his ass BC.
This fatwa is not against MahiraKhan but against all us fucking smokers.",2017-09-21T19:58:32,sami_likes
112,Shumail,910956439874801664,258,15,106,Assemble the protection squad for Mahira Khan against the haya brigade.,2017-09-21T19:58:34,Shumyl
113,Hamza,910956501258444800,2,0,0,Ahhhhh @TheMahiraKhan you're about to break all Paki social sites  https://twitter.com/officialhanzala/status/910946445607473152 …,2017-09-21T19:58:49,iHamzahid
114,Adi 🔥,910956556329594880,10,0,3,God Bless Mahira khan Now Pakistani and Indian twitter is about to go nuts.,2017-09-21T19:59:02,Desi_nigaa
115,Tariq Basheer,910956597026938880,1,0,0,Masha Allah good going,2017-09-21T19:59:12,tariqbee
116,Raees Tweets ®,910956629977387008,97,10,21,"Mahira hony wali hy Badnam 
But Ilove Mahira khan jan pic.twitter.com/37GbLrM4KQ",2017-09-21T19:59:19,LeMeRaees
117,Maha Usman,910956694749970433,4,0,0,#mahirakhan & #RanbirKapoorpic.twitter.com/QcA65WurlU,2017-09-21T19:59:35,MahaUsman17
118,Ibrar,910956713561423874,3,0,0,Enjoying comments under Mahira Khan's photos. Wbu?,2017-09-21T19:59:39,IbrarIbrahim
119,vk18,910956718846119937,0,0,0,Sutta mar rae,2017-09-21T19:59:41,harshilsareen1
120,Punwadi,910956819522109440,1,0,0,"Did Ranbir Kapoor just confirm his relationship with Mahira Khan? 
http://bit.ly/2wD6wWs ",2017-09-21T20:00:05,punwadicom
121,The Quint,910956945166741506,9,0,0,"#RanbirKapoor and #MahiraKhan were spotted chilling in New York.
https://www.thequint.com/entertainment/celebrities/ranbir-kapoor-mahira-khan-spotted-in-new-york …",2017-09-21T20:00:35,TheQuint
122,Brashna Kasi,910956985985757184,24,9,4,Meanwhile Mahira Khan as RanDeep and RanKat fandoms fight over who Ranbir is dating. #thuglife pic.twitter.com/DjyeEZVx0W,2017-09-21T20:00:44,Brashnaa
123,Always Wit The Truth,910957100448272384,0,2,0,Both #RanbirKapoor @TheMahiraKhan Made their Parents Proud Today  Waiting for their Excuses on Smoking like drug Addicts,2017-09-21T20:01:12,tutunusai
124,Reclaiming Me,910957217540710402,0,0,0,Mahira Khan is so hot,2017-09-21T20:01:40,rambling_on_
125,regina,910957222888386560,16,0,0,Reis yakıyosuuun @TheMahiraKhan pic.twitter.com/7NK7ETfPzi,2017-09-21T20:01:41,alwaysfaweer
126,SRKzzPari,910957253204865024,0,0,0,@TheMahiraKhan we love you ,2017-09-21T20:01:48,SRKsDeewani
127,Sara fawad khan,910957292249600000,184,5,35,My Ashar NOW #mahirakhan pic.twitter.com/c0sTo16vlx,2017-09-21T20:01:57,fk656627
128,Raja Mudasar Ejaz,910957399812591616,0,0,0,Any new movie coming up ??pic.twitter.com/ibti1EBpVx,2017-09-21T20:02:23,rajamudasar83
129,SHEIKH,910957438651772928,2,0,0,pic.twitter.com/LnzK3A7Vsz,2017-09-21T20:02:32,sheikhusman411
130,M. Sarosh Ebrahim,910957608676274176,2,3,2,"I love you @TheMahiraKhan, and I love Ranbir too. You 2 look amazing together ",2017-09-21T20:03:13,msarosh
131,Harneet Singh,910957658433191936,184,22,24,Ranbir Kapoor & Mahira Khan spotted in New York. pic.twitter.com/DvWC7DCJeD,2017-09-21T20:03:25,Harneetsin
132,imran khan,910957741237325824,0,0,0,"@TheMahiraKhan  halal way of dating and smoking.
I should mind my own business after all u have the right to Be half naked. pic.twitter.com/wayaZJu7u6",2017-09-21T20:03:44,prince__mani
133,shubham singh,910957788968316928,1,0,0,Hope they make it longer while it lasts,2017-09-21T20:03:56,MS7shubham
134,Khawar Raja,910957994762031104,0,0,0,@TheMahiraKhan speechless disheart  pic.twitter.com/ykaGHAyeAS,2017-09-21T20:04:45,KhawarRaja11
135,Renuka Vyavahare,910958124739084288,0,0,2,Coinciding with #golmaal trailer launch? #RanbirKapoor #MahiraKhan pic.twitter.com/ttP6B9okm0,2017-09-21T20:05:16,renukaVyavahare
136,desidaddy,910958138777640960,0,1,0,@TheMahiraKhan btao bhaee,2017-09-21T20:05:19,dopetaha
137,H,910958166497689601,0,1,0,,2017-09-21T20:05:26,justH_11
138,desidaddy,910958238723661825,1,0,0,,2017-09-21T20:05:43,dopetaha
139,Paneer Tikka,910958835136737280,1,0,0,Just saw a photo of Mahira Khan & Ranbir Kapoor smoking together. Waiting for Muslim community to go totally bonkers and start trolling her! pic.twitter.com/4xvZcFFJOU,2017-09-21T20:08:05,shakaharichick
140,Sarfraz Ali,910959003013976064,5,0,1,"Mahira Khan, Ranbir Kapoor spotted SMOKING together outside New York hotel (see pics) https://en.dailypakistan.com.pk/lifestyle/mahira-khan-ranbir-kapoor-spotted-smoking-together-outside-new-york-hotel-see-pics/ …",2017-09-21T20:08:45,ItsSarfrazAli
141,BestIdolEver  ❤,910959103047901184,0,1,0,Mahira khan,2017-09-21T20:09:09,NishuSRKian
142,Syed Talha  🌝,910959186460266496,3,0,0,Kl mahira khan top trend hai ,2017-09-21T20:09:29,Tt_ki_tweets
143,Fabulous pathan,910959251757158400,6,0,1,"Stop judging Mahira Khan. Tum logo ko aur koi kaam nai hai ? Khud porn dekh thay ho, smoke karthay ho and what not.

Mind your own business.",2017-09-21T20:09:45,BraykhnaKhan_
144,Pebbles Fish,910959283034050562,92,29,18,I actually feel sorry for her. She looks lost & misguided. And no one will let her live this one down.Fallen from grace & hard #MahiraKhan pic.twitter.com/7cfEdJ8bRF,2017-09-21T20:09:52,chintuandbunty
145,Uròojآفریدی♡,910959301463822336,6,3,0,Mahira Khan Se Achi Acting Mai Karleti Hun...Kasam Se ,2017-09-21T20:09:56,uroojf_f
146,shahbaz tariq,910959398620680192,1,1,0,acha sun.. mahira khan ranbir kapoor ky sath parki gyi hai..  acha bhala change miss kar dia pra mera toun ny...,2017-09-21T20:10:20,shahbaztariqpk
147,Farhaan Ginwala,910959400801710081,0,0,0,Want to listen from @TheMahiraKhan and believe rather than judging from the rumor stories running all over. #RanbirKapoor,2017-09-21T20:10:20,farhaanginwala
148,شجاعت علی,910959402580135936,1,1,0,Mahira khan ?,2017-09-21T20:10:21,Shujaatsays
149,A.,910959516409311232,0,0,0,Pakistani twitteratis got a new topic for discussion and thats Mahira Khan.,2017-09-21T20:10:48,Awwmara
150,Reemz,910959637679214595,1,2,0,People (including me) are bent are ruining Anisa's memory of Humsafar these days ,2017-09-21T20:11:17,FawadFan4ever
151,SRKzzPari,910959748354371584,3,0,1,Ranbir Kapoor and Mahira Khan ,2017-09-21T20:11:43,SRKsDeewani
152,Bollywood Buff,910959873155911681,2,1,0,Omg guyssss. Smoke up = weed! Smoke = cigs!,2017-09-21T20:12:13,chaoticmusic10
153,Gupshupto,910959888343252992,1,0,0,"#RanbirKapoor #Pakistani #MahiraKhan #SMOKING #sanjaydutt #Duttbiopic #Dutt #bollywood #Padmavati #Jimikkikammal
https://www.youtube.com/watch?v=_6GfQE2x3_I&index=1&list=PLjyAFstuXzvrNFTipK6VWCLPsgzIpedqy …pic.twitter.com/pNtThiXLAc",2017-09-21T20:12:16,Bolly_Gupshupto
154,Pebbles Fish,910959930433245184,4,1,3,I still love you Mahira & have no right to judge you but I really hope you're ok. This seems out of character for you @TheMahiraKhan,2017-09-21T20:12:26,chintuandbunty
155,Lahore Wala!,910959942340890627,0,0,0,"No need to interfere in others personal life. Hum khud chutiyape me kisi se kam nahi. 
#MahiraKhan #RanbirKapoor",2017-09-21T20:12:29,ShahFaisalLive
156,Mr. Sohail,910959977560502273,4,0,0,Hairat is baat pr b ha ha k mahira khan pr sb he baat krna shuru ho gye wo jany aur uska khuda pr zyada hairat usy defend krny wlon pr hahah,2017-09-21T20:12:38,sohail_asad22
157,Amin Hanslod,910960075895984129,2,0,0,@MawraHocane Ae Dil Hai Mushkil !!!,2017-09-21T20:13:01,AminHanslod
158,Fatima,910960106182971392,6,0,0,Mahira khan is such a mighty diva,2017-09-21T20:13:08,fatimatamour
159, ☕️,910960270989758464,0,1,0,Wow wtf Mahira Khan lmao,2017-09-21T20:13:48,CupOfChaai
160,Aneesa,910960272717819905,1,0,0,"you know that's not happening, but the struggle everybody including you is putting is real.",2017-09-21T20:13:48,anisa_2020
161,Zahrah ⚡ 🎬,910960359405735938,1,1,0,"Woh sab toh theek hai lekin aap konsa Mahira khan ko galliyan bak kr sawab kama rahey ho?
Disgusting comments on her last ig post",2017-09-21T20:14:09,zarah_khan2323
162,Annas.,910960379278356480,3,2,0,I don't smoke. I just copy Mahira Khan okay ,2017-09-21T20:14:13,anchoomanchoo
