,fullname,id,likes,replies,retweets,text,timestamp,user
670,MUNNA CHALLA,910995324927397889,0,0,0,"#mahirakhan
#feminist
#feminismiscancer
#Feminismpic.twitter.com/WctULKJJjy",2017-09-21T22:33:05,munnachalla1
671,Aqib Mansoor,910995798619508736,0,0,0,Exactly it's her life our society is judgemental and hypocritical,2017-09-21T22:34:58,AqibMansoor5
672,Aqib Mansoor,910995881540845568,0,0,0,Mene dediya aik like ,2017-09-21T22:35:18,AqibMansoor5
673,Tamima 💜 👑,910996065821904897,0,0,0,It's their life but it is surprising for any young person in 2017 to take up this addictive habit. It's not the norm in usa cities now,2017-09-21T22:36:02,SrkMima
674,Buffetkhor,910996097132351489,3,0,0,"Wow! So many tweets about Mahira Khan and not one quotes that Ishq Da Sutta song. I am disappointed in you, Twitter.",2017-09-21T22:36:09,MyDixonCider
675,Mohsin,910996116514230272,0,0,0,Other things apart bt What do dey find in Ranveer?he is avg looking guy.We have so many Chai wala around in . Isn't it Mahira khan??,2017-09-21T22:36:14,mohsinmaroof01
676,abdulla wasay,910996206834286594,0,0,0,Not so,2017-09-21T22:36:35,wasay7
677,Tamima 💜 👑,910996218326724608,1,0,0,BTW srk looks hot in this lol ,2017-09-21T22:36:38,SrkMima
678,Aqib Mansoor,910996309921976320,0,0,0,@TheMahiraKhan u should ignore the people who are bashing or criticising u it's ur life our society is judgemental and hypocritical!,2017-09-21T22:37:00,AqibMansoor5
679,abdulla wasay,910996575073312768,0,0,0,@TheMahiraKhan mana k cigarette peena buri  baat hai but still I like you ,2017-09-21T22:38:03,wasay7
680,Faran,910996606522150913,2,0,1,"The news where it should be outrage but instead lets bring down Mahira Khan.

https://twitter.com/dawn_com/status/910919730491527169 …",2017-09-21T22:38:11,faaran
681,Fahd Humayun,910996742136573958,0,0,0,CBM @ShikharSingh46,2017-09-21T22:38:43,fahdhumayun
682,Usman Hanif  🌐,910996916028280836,2,1,0,What if i say you are ruining the country’s image by unnecessarily judging a woman and imposing your shitty morals on her,2017-09-21T22:39:24,second_chapter
683,Atif Jabbar,910997004024782848,0,0,0,@TheMahiraKhan... ????? pic.twitter.com/TUeGyjAlre,2017-09-21T22:39:45,Ati906
684,Haider Khan,910997080419782656,1,0,0,Lanat hai isse baghirat auroto par,2017-09-21T22:40:04,HaiderK12012389
685,Mokhtiar Ali,910997110413242369,1,0,0,"#Mahira is now the talk of the town, whoops! #Twitteratis where are you?
#MahiraKhan
@TheMahiraKhan",2017-09-21T22:40:11,MokhtiarAli
686,ذمہ دار,910997367389868033,0,0,0,"Only u were short to come for rescue, na shakal na AWAZ, Quom pay sawar
General ki beti",2017-09-21T22:41:12,farinaistijab
687,پاکستانی  🇵🇰,910997398889132032,0,1,0,"Well I am no way near as big a celebrity as she is & you are calling our culture,tradition & religion shit?! Shame on you!",2017-09-21T22:41:20,Apassionateguy
688,Pak Cinema Official,910997647586152449,2,1,0,#MahiraKhan And #RanbirKapoor Caught And Clicked In New York City... http://fb.me/7yAYuE859 ,2017-09-21T22:42:19,PakCinema2020
689,Asad Khan,910997661347667968,0,0,0,She looks awesome. He is too lucky ...experienced everyone.. and Pakis are crazy as usual..,2017-09-21T22:42:22,AsadMaple
690,Usman Hanif  🌐,910997893674397696,2,2,0,"No i am calling your mentality shit 
This is kind of mentality definitely hurts Pakistan",2017-09-21T22:43:18,second_chapter
691,Queen Bee,910997973999292416,1,0,0,@TheMahiraKhan  https://twitter.com/nenodarling/status/910936051279114240 …,2017-09-21T22:43:37,chi_chabell
692,Insane@Play,910998111266525184,0,0,0,Jesus??,2017-09-21T22:44:09,JimmyScorpion
693,LAWYER,910998209362788352,0,0,0,Is this related to Mahira Khan? She was smoking wearing backless. https://twitter.com/libberandbeer/status/910962722367565824 …,2017-09-21T22:44:33,Naseer8910
694,پاکستانی  🇵🇰,910998422630621184,0,1,0,Do you even know what shit means?! Shit is what she is doing & you supporting her!,2017-09-21T22:45:24,Apassionateguy
695,Sye D. Nabillio,910998474832908289,3,0,3,LMAO! I love how some people are butthurt about you saying 'jesus'... Like wtf is wrong with you people? Nothing better to do?,2017-09-21T22:45:36,TheBilli96
696,Engr Muhammad Irfan,910998685391060992,0,0,0,Jesus! When you become star & represent your country you get responsible for so many things. Jesus Jesus Jesus,2017-09-21T22:46:26,EngrMuhammadIr2
697,Devil's Advocate,910998745457790976,0,0,0,Yes smoking can make u traitor and kafir also ,2017-09-21T22:46:41,Zee19900
698,Usman Hanif  🌐,910998826382708736,1,2,0,"Its her life and she has the right to do whatever she wants 
I will always support the right to choose",2017-09-21T22:47:00,second_chapter
699,Engr Muhammad Irfan,910999031513411584,0,0,0,She is representing Pakistan in media industry....buht c girls half to full naked hu jati but no one cares unless you hold a position,2017-09-21T22:47:49,EngrMuhammadIr2
700,پاکستانی  🇵🇰,910999068100448256,0,1,0,"Do want Pakistanis to become West,I am no Mulla & think there should be more freedom but that doesn't mean becoming complete ""goras""",2017-09-21T22:47:58,Apassionateguy
701,Tiger,910999147251081216,0,0,0,JESUS? are u muslim or Christian u guys becoming typical kaafir shame shame shame Pakistani women,2017-09-21T22:48:16,Aamirah49117162
702,Ibrahim,910999265337577473,0,0,0,Mahira Khan is still a queen idc,2017-09-21T22:48:45,ibrahim_7960
703,پاکستانی  🇵🇰,910999377224667136,0,1,0,O bhai wo koi aam larki nahi Pakistani ki representative or ambassador bhi hai aur tumhe agar phir bhi support karna hai toh karo.,2017-09-21T22:49:11,Apassionateguy
704,Tiger,910999483315494912,0,0,0,I think things are getting out of control in Pakistan n now there is no fear of ALLAH among Pakistanis its a shame for whole community,2017-09-21T22:49:37,Aamirah49117162
705,Usman Hanif  🌐,910999587527233536,0,0,0,"If giving rights to people makes Pakistan western, i totally support it 
No one should be allowed to poke their noses in others business",2017-09-21T22:50:01,second_chapter
706,پاکستانی  🇵🇰,910999774203142144,0,1,0,"Mujhe mat batao,I didn't ask you & didn't tell you what I think,I replied to her not you so don't argue with me,kahi aur time pass karo.",2017-09-21T22:50:46,Apassionateguy
707,Abdullah,911000008119418881,0,0,1,Kabira is busy with mahira khan,2017-09-21T22:51:42,SoCalledAssasin
708,Varun,911000009952448513,0,0,0,Omg ranbir and mahira khan wow https://twitter.com/fthamna/status/910999778187759616 …,2017-09-21T22:51:42,Varunftsid
709,7,911000063887003648,0,2,1,"Now that half of Pakistan dislikes you, including tharki mullahs and maila/paindu awam, it’s my time to win your heart @TheMahiraKhan ?",2017-09-21T22:51:55,tiwanaldo
710,Hassan Ajmal Chatha,911000243436707840,1,0,0,Exactly..!! Waahhh.. youu just nailed it.. ,2017-09-21T22:52:38,iamHAC30
711,Usman Hanif  🌐,911000300844089350,0,1,0,"Woh pehlay larki hai aur insaan hai aur us ka ha hai jaisay chahye zindagi guzaray 
Agar yeh usay nahi dena chahtay tu go back to caves",2017-09-21T22:52:51,second_chapter
712,Urdu Page,911000593375924225,0,0,0,I added a video to a @YouTube playlist http://youtu.be/Ujsp1BeNBik?a  Mahira Khan and Ranbir Kapoor CAUGHT TOGETHER In NYC And Their Shocking,2017-09-21T22:54:01,yturdupage
713,Urdu Page,911000625135210497,0,0,0,Mahira Khan and Ranbir Kapoor CAUGHT TOGETHER In NYC And Their Shocking Pictures Are Going Viral: http://youtu.be/Ujsp1BeNBik?a  بواسطہ,2017-09-21T22:54:09,yturdupage
714,Sonia Juned,911000715207827457,0,0,0,LOVE THY NEIGHBOURS literally: Find out ALL about Ranbir Kapoor and Mahira Khan's relationship http://ift.tt/2xVJdaG ,2017-09-21T22:54:30,sonia_juned
715,Usman Hanif  🌐,911000896896737281,1,1,0,"No here u are , mujhay mat batao? This is what i m saying mahira ko bhi mat batao usay pata hai us ne kaisi jeena hai 
Let her decide",2017-09-21T22:55:14,second_chapter
716,پاکستانی  🇵🇰,911001035866611713,0,0,0,"That's your opinion but I think what she is doing is pathetic,bye!",2017-09-21T22:55:47,Apassionateguy
717,Muḥteşem Süleymān,911001057278480384,0,1,0,But u dont smoke..,2017-09-21T22:55:52,SSGDude
718,7,911001119865876480,0,0,0,You’re in for a surprise mate,2017-09-21T22:56:07,tiwanaldo
719,naila akhtar,911001348941938688,2,1,0,"Everyone leave @TheMahiraKhan alone. She's an independent, intelligent woman. She's not a thing to be told what to do. Men are hypocrites",2017-09-21T22:57:01,naila786blue
720,پاکستانی  🇵🇰,911001408593375232,0,1,0,"O bhai hum aam logon aur celebs mein farq hai,kyu nahi samajh rahe,us ki waja se humara naam roshan bhi hota hai aur kharab bhi.",2017-09-21T22:57:16,Apassionateguy
721,Usman Hanif  🌐,911001698050756609,1,2,0,"Koi faraq nahi hai woh bhi hamari tarah insaan hain 
Apni private life mai jo marzi karain its non of our business",2017-09-21T22:58:25,second_chapter
722,Aisha kathia  ⚡ ⚡,911001770108866560,1,0,0,wot u think about @TheMahiraKhan & @ranbirrk  leaked pix of new yorkpic.twitter.com/kXsHtQn4Ms,2017-09-21T22:58:42,AishaKathia
723,Fatima,911002079635886081,0,1,0,Now that's called sending your life up in smoke! ,2017-09-21T22:59:56,Meetian4life
724,Shuda,911002114817761281,3,3,0,"انقفطوووا
وجه رانبير يمثلني يوم شفت الصور 
#RanbirKapoor , #MahiraKhan pic.twitter.com/2a3f32zaaN",2017-09-21T23:00:04,ishodh
725,پاکستانی  🇵🇰,911002121381826560,0,1,0,Toh bhai private mein kare na khulle aam streets pe nahi!,2017-09-21T23:00:05,Apassionateguy
726,پاکستانی  🇵🇰,911002293574733825,0,0,0,I wouldn't have cared if she wasn't a Pakistani but I do because she is.,2017-09-21T23:00:47,Apassionateguy
727,Aisha kathia  ⚡ ⚡,911002676435062785,0,1,0,yeah but mjhe issue ye h why she behave so innocent or sweet?thats my only issue,2017-09-21T23:02:18,AishaKathia
728,MANIK!,911002693459759105,57,3,32,"Pictures of Mahira Khan smoking with Ranbir Kapoor turn up on social media.

Desis be like: pic.twitter.com/FuNPBIUnfQ",2017-09-21T23:02:22,manikhawaja88
729,Usman Hanif  🌐,911002765241061377,0,1,0,Oh bhai private life mai woh jo marzi pehn kar ghomaay tumhain kia takleef hai,2017-09-21T23:02:39,second_chapter
730,Bollywood Tollywood,911002883545456641,1,0,0,Ranbir Kapoor and Mahira Khan confirm their relationship with these candid pics? - Bollywood Life http://j.mp/2xj7RBl pic.twitter.com/RoyBkrHhiI,2017-09-21T23:03:07,BollyTollyWood
731,Aisha kathia  ⚡ ⚡,911003209442918400,2,0,0,saw ur pics with ranbeer.I know its ur life.but i just want to question about ur fakeness.y u bhv so innocent?,2017-09-21T23:04:25,AishaKathia
732,Isfandiar Khan,911003401621852161,2,0,1,Dunya Chand Kay Baad Ab Mars Pe Pohunch Gaye Aur Hum Mahira Khan Kay Dress Aur Cigarette Ko Le Kar Pareshan Hain. Lakh De Lanat! ,2017-09-21T23:05:11,AsfandKhan6
733,Zara,911003545574440960,3,0,0,RIP mahira khan after those pictures with Ranbir Kapoor lol,2017-09-21T23:05:45,ZarShahz
734,جواد خان,911003929315545088,2,0,0,Lol that much freedom ? Apni zindagi ha thek ha but itni anni ? Hahahaah,2017-09-21T23:07:17,jawad123khan
735,Aqib Mansoor,911004808290725888,0,0,0,Great jodi!,2017-09-21T23:10:46,AqibMansoor5
736,Anushka Chopra,911005136541032448,0,0,0,"IS THAT A LOVE BITE? Ranbir Kapoor & Mahira Khan Caught Smoking Together, AFFAIR Out In The Open? http://dlvr.it/Ppbfw7 pic.twitter.com/k2GDoKsAdE",2017-09-21T23:12:04,seoanushka
737,Misha Khaliq,911005222289408000,0,1,0,Everyone shaming Mahira Khan for smoking & not ranbir kapoor shows exactly the misogynistic society we live in.,2017-09-21T23:12:25,mishkamooska
738,wiz khaleesi,911005295316553728,2,0,0,mahira khan is so HOT,2017-09-21T23:12:42,mahnijaani
739,Jessie Bottcher,911005462157512709,0,0,0,Ranbir Kapoor and Mahira Khan confirm their relationship with these candid pics? - Bollywood Life http://ift.tt/2xUwjKb ,2017-09-21T23:13:22,JessieBottcher
740,جواد خان,911005636347006976,0,1,0,Yaar wo cigrette kon sa peeti ha itna hi bata do ? And that love bite uffff,2017-09-21T23:14:04,jawad123khan
741,अटल आनंद,911005955235618817,0,0,0,"Bloody madarsa product , grow up lol",2017-09-21T23:15:20,AtalkumarEr
742,Usman Hanif  🌐,911005993047339009,0,1,0,Aap gold leaf par hi kaam chalao ,2017-09-21T23:15:29,second_chapter
743,अटल आनंद,911006230331531264,0,0,0,Haha is there any respect on this name in international society ?,2017-09-21T23:16:25,AtalkumarEr
744,جواد خان,911006448875966469,0,0,0,Hahaahaha . Goldleaf pilana chaiye tha ranbir ko b usaa pata lagta asal cig kiya hota ,2017-09-21T23:17:17,jawad123khan
745,Ajeeb Admi,911006644158500865,0,0,0,"This is What Mahira Khan Had to Say abut Controversy

#JhelumKaptaanKa #ModelTown #Muharram #Miranshah #NoorJehan
https://www.youtube.com/watch?v=uQZBJEC_i1M …",2017-09-21T23:18:04,gisasghar
746,Farhan Srkian,911006921989197824,0,0,0,We must boycott her darama logo ko pagal banays hua drama mai dupatta sar se utarta nahi @TheMahiraKhan ka aur India ma rangralliya,2017-09-21T23:19:10,FarhanShaikhh
747,Ajeeb Admi,911006964968230913,3,0,3,"This is What Mahira Khan Had to Say abut Controversy

#HappyNavratri #MersalTeaser #INDvAUS #Padmavati #Indianshttps://www.youtube.com/watch?v=uQZBJEC_i1M …",2017-09-21T23:19:20,gisasghar
748,whahid raja,911007526862426112,1,0,0,ek post khoob viral ho rhi h Aapki or ranbir ki smoking image,2017-09-21T23:21:34,iltafmd12
749,P A D M A V A T I  ⚡️,911007546739249152,0,0,0,@MawraHocane and @TheMahiraKhan obsession with Bollywood superstars is beyond me. One rants on social media the other smokes with them wow https://twitter.com/sasatar/status/910926879527403520 …,2017-09-21T23:21:39,DP_Obsessed
750,Isfandiar Khan,911007756777291776,0,0,0,Ap Mahira Khan Ko Daikhty Rahay Poori Raat. Ab Namaz Ki Tayari Kar Rahay Hain. Waah Musalman Waah! ,2017-09-21T23:22:29,AsfandKhan6
751,Bollywoodporn,911008193429463040,1,0,0,#RanbirKapoor trust me. This #MahiraKhan z thingy will destroy his carrier . Who will come to watch movies who date #Pakistanis ,2017-09-21T23:24:13,bollywoodporn
752,Bollywoodporn,911008334483922944,0,0,0,#RanbirKapoor some say those pictures with @TheMahiraKhan are taken in July. Any truth ?,2017-09-21T23:24:47,bollywoodporn
753,Bollywoodporn,911008857547145217,0,0,0,#RanbirKapoor i am still shocked to see pictures of #RanbirKapoor and #MahiraKhan,2017-09-21T23:26:52,bollywoodporn
754,Mr.NiceGuy  😎,911008904481509376,0,0,0,Bollywood ki hawa lag gai,2017-09-21T23:27:03,Khaalis_Kameena
755,Karachi_Post,911008978578149382,4,1,3,Religious right and PTI social media team attacking actress Mahira khan after her pictures smoking with Ranbir appeared online #Pakistan,2017-09-21T23:27:20,Karachi_Post
756,Muhammad Waleed,911008978787819520,0,0,0,@TheMahiraKhan ek sutta meray sath bhi please,2017-09-21T23:27:20,neemhakeem22888
757,rhea kumar,911009144013856768,2,0,0,I dnt know y @TheMahiraKhan chilling with #ranbirkapoor is national news.dey work in the media industry.Dont you guys chill with colleagues?,2017-09-21T23:28:00,rhea_kumar7
758,Samina Rashid,911009247399415809,0,0,0,What the Heck @TheMahiraKhan https://twitter.com/MissMalini/status/910947507710058496 …,2017-09-21T23:28:24,krazysamina1
759,پاکستانی  🇵🇰,911009249530204161,0,1,0,"Mujhe laga tha ke @TheMahiraKhan toh bohot achi thee,us se ye cheez expect nahi kee thee,ye entertainers sab ek jaise hote hai. https://twitter.com/chintuandbunty/status/910959283034050562 …",2017-09-21T23:28:25,Apassionateguy
760,MATAF KHAN,911009336121585664,3,1,1,How dumb is this nation. They all begging for their gf's nude pictures and now they all criticizing on Mahira Khan semi nude pictures.,2017-09-21T23:28:46,RacingIsPassion
761,rhea kumar,911009401045008384,1,0,0,She can make her choices.Moral brigade should chillax.@TheMahiraKhan,2017-09-21T23:29:01,rhea_kumar7
762,Bollywoodporn,911009516228976640,0,0,0,#RanbirKapoor @dnaAfterHrs we need more inside scoop on #RanbirKapoor and #MahiraKhan  z romance and trip,2017-09-21T23:29:29,bollywoodporn
763,Fifi Haroon,911009650975354880,3,0,0,sorry zubair but your language says more about you than either Mahira or Rabia.  Pehley shurafa ke tarha bolna to seekhein,2017-09-21T23:30:01,fifiharoon
764,Zarwan Ali,911009683191853057,1,1,0,We are Muslim and this crap is not allowed so better state does its job and stops it other wise people are getting pissed,2017-09-21T23:30:08,zarwanali1989
765,waleed asif,911009849244360705,1,1,0,"their life their rule, dont judge anyone sasty nashy kerny wal0",2017-09-21T23:30:48,waleedeey
766,Mehdi Shah,911009920312627200,0,0,0,TRUE !!!!! DON'T ATTACK ON PERSONAL ACTIONS !!!!,2017-09-21T23:31:05,shahmehdi94
767,Zarwan Ali,911009993700331520,5,3,1,Sorry this kind of crap personal space doesn't exist in Islam and state better wake up and stop this bullshit other wise people will,2017-09-21T23:31:22,zarwanali1989
768,Xill-e-Ilahi,911010061534810112,7,2,0,"Yeah well when we elect you to be our Khalifa you can take action. Until then, please take cold showers.",2017-09-21T23:31:39,XilleIlahi
769,Vishal  🏏 ⚽ 🏈,911010377718104064,0,0,0,It's just a cigarette.Calm down,2017-09-21T23:32:54,vishalgunner
770,Ayesha U.,911010430453084162,23,3,0,"""Jesus""?!? K, girl, you can use religious figures to curse but be aware that it's a sin. Keep a limit to westernization.",2017-09-21T23:33:07,AyeshaUsmani_14
771,Nabiha Ahmed,911010538628493314,2,0,0,"Ranbir Kapoor and ladylove Mahira Khan caught and clicked in NYC! @pinkvilla 
.
.
#ranbirkapoor #mahirakhan #acto… http://ift.tt/2hjdjxL pic.twitter.com/ANYVOxCiGA",2017-09-21T23:33:32,vrfriendz
772,Zarwan Ali,911011080104763394,4,1,2,Sorry you mean Pakistanis should be BEGARIAT not we are not and never will be @OfficialHanzala,2017-09-21T23:35:41,zarwanali1989
773,پاکستانی  🇵🇰,911011086161326080,0,1,1,"I am so surprised that many of us specially the younger generation is trying to justify Mahira Khan's images,shows where we r heading.",2017-09-21T23:35:43,Apassionateguy
774,Bint e Ahmed,911011138464370689,1,0,0,Insta se lekar Twitter tak tl @TheMahiraKhan se bhari hue hai wo smoking kary k drink tum logo ko kiya -_-,2017-09-21T23:35:55,UnaizaAhmed2
775,SHAH RUKH KHAN SRK,911011462251872256,0,0,0,Ranbir Kapoor and Mahira Khan confirm their relationship with these candid pics? - Bollywood Life http://bit.ly/2fCskqL pic.twitter.com/WBNL41qTSJ,2017-09-21T23:37:13,SrkRocksNRules
776,Hamdan javed zaman,911011540781998080,0,0,0,"Jesus????!!!!
Wtf are you smoking???
And you get a verified account doesn't mean ur shitty mouth will run faster like that.",2017-09-21T23:37:31,hamdank46
777,Muniba Kamal,911012110364274689,0,1,0,Doesn't our state have bigger fish to fry?,2017-09-21T23:39:47,MunibaKamal
778,Abdulwahab,911012174885195776,1,1,0,#mahirakhan has activated the twitter's feminism.,2017-09-21T23:40:02,abdulwahabrp
779,Muniba Kamal,911012501759897601,1,1,0,tou nasha allowed hai? small mercies,2017-09-21T23:41:20,MunibaKamal
780,Zarwan Ali,911012589941006336,1,1,0,No these are the issues which also lead to rise in extremism so state wants to control extremism stop this shit other wise it can't,2017-09-21T23:41:41,zarwanali1989
781,Vishal  🏏 ⚽ 🏈,911012598664929280,1,0,0,"What have you done in your life to make Pakistan proud,deshbhakt ?",2017-09-21T23:41:43,vishalgunner
782,Atty Rizvi,911012615089999872,0,0,0,@priyankachopra @Malala @TheMahiraKhan #RanbirKapoor Hope for a better future for #India and #Pakistan! #Mumbai #Delhi #Lahore #Karachi pic.twitter.com/uXDZYgJxJR,2017-09-21T23:41:47,AtherRizvi
783,LAWYER,911012687752069121,0,0,0,It's strange that how some feminists here on twitter are defending Mahira Khan's half naked pictures.,2017-09-21T23:42:05,Naseer8910
784,برزخ تبریز,911012739778318336,0,0,0,You already make it very bad to use your cool jesus before sentence.Vaffunculo  casso ragazza,2017-09-21T23:42:17,BarzakhTabraiz
785,maXes,911012933034967040,1,1,0,Or ?,2017-09-21T23:43:03,HORUS_PTI
786,NYSA,911013005852336128,0,0,0,"no, SHE is a hypocrite who pretends to be innocent and traditional in interviews and shows but is actually the other way around.",2017-09-21T23:43:21,javeriiax3
787,Abdulwahab,911013404101562375,1,0,0,no matter if it's @ArmeenaRK or @TheMahiraKhan our nation stands united against them but visits @SunnyLeone s website twice a day.,2017-09-21T23:44:56,abdulwahabrp
788,Muniba Kamal,911014090323177479,0,0,0,and then there's the blue whale... tauba,2017-09-21T23:47:39,MunibaKamal
789,Kʜʌɭɩɗ oĸx,911014283483508736,0,0,0,Hi mahira I'm ur big big big big aur ase hazar baaaar big fan hon love so much,2017-09-21T23:48:25,Khalid4299
790,YouSerious?,911014430787428352,4,0,0,"Try praying to Allah, your prayers will be answered for sure!",2017-09-21T23:49:00,InsanelySatanic
791,Abdulwahab,911014990135603201,0,0,0,"may be it's hurting because that's not how normally we see her, we always see her as tehzeeb kay dairey wali girl #mahirakhan",2017-09-21T23:51:14,abdulwahabrp
792,kuriidesii,911015164090224641,0,0,0,Poor kid.,2017-09-21T23:51:55,kuriidesii
793,Aijaz Ahmed,911015476972703744,0,0,0,@TheMahiraKhan. Shame  shame pic.twitter.com/em92B6qEGp,2017-09-21T23:53:10,Aijazkhoso394
794,Abdulwahab,911015947372236801,2,0,0,okay she is looking unreasonable in the photos but no one knows whats happening on the scene. people should stop judging #mahirakhan,2017-09-21T23:55:02,abdulwahabrp
795,Muniba Kamal,911016317486075906,1,3,0,Aur kya? That is the question and different people have different answers.,2017-09-21T23:56:30,MunibaKamal
796,JK Pak Ka lover ⚔️,911016879120109568,1,0,0,"Jese Mahira khan zindagi guzarana chahti hai guzare ,humein apni fekar karni chaye.",2017-09-21T23:58:44,Iambackwithbing
797,AkKattak ♠️ 🇵🇰,911338847296000002,0,0,0,i wonder how can iPhone X recognize her face? #MahiraKhan #doublestandardspic.twitter.com/pm6x2YDJHp,2017-09-22T21:18:07,Azam_khattak24
798,Maj Gen Sohaib,911338850722729985,2,0,1,@TheMahiraKhan You Love  https://twitter.com/amk/status/911155956758843392 …,2017-09-22T21:18:08,Sohaibinriaz
799,syed Aitzaz Raza,911338855852380161,0,1,0,Kia tum apnay betay say nazrayain Mila Pao gai #shameful @TheMahiraKhan,2017-09-22T21:18:09,aitzaz123
800,درویش  🐧,911338858821844992,0,0,0,#MahiraKhan Her style in pic ..Lol.. Why to pose like a slut..  Nanga hona zaruri hy to achy sy to ho k کراہیت Na aye.. FilthY piece of shit,2017-09-22T21:18:10,fixitidiot
801,Ahmad Fraz,911338862584238081,0,0,0,"What we take the meaning of ""broadness "" ? . Does it mean every thing is right according to our logics . 1/3
#MahiraKhan",2017-09-22T21:18:11,frazahmad61
802,Mouse,911338900500697090,0,0,0,"Told the young lot that education is important to do something in life,everyone cannot have the same luck.",2017-09-22T21:18:20,Mouse__007
803,Saad Imtiaz,911338911208808449,1,1,0,Chal.chal double standards ,2017-09-22T21:18:22,Saad_Im10
804,HahahaDeed..  ✌,911339028359909376,6,0,4,"When men do it, it looks attractive
When women do it, it becomes haraam
#doublestandards #MahiraKhan pic.twitter.com/QE0DQ8Fmv3",2017-09-22T21:18:50,Imhadeed
805,Amna,911339117258166272,1,0,0,Those who are judging examine your own lives first and practice some grace and compassion. Live and let live..@TheMahiraKhan u go girl!!,2017-09-22T21:19:12,KFruity
806,Fatima,911339117551734789,0,0,0,hahahhaha jaly dil k phapholy bc,2017-09-22T21:19:12,Fatima09845039
807,Ss,911339126242336769,1,0,0,"At the end of the day , it's #MahiraKhan & #RanbirKapoor life . Two ppl in love and the whole subcontinent going mad for no reason.",2017-09-22T21:19:14,SjShah1
808,foodie,911339126338785280,1,0,0,Leave Mahira alone. You are no one to judge her. Live and let live. About time that we get our priorities straight as a nation. #MahiraKhan,2017-09-22T21:19:14,luvfoodok
809,محمد عمیر دبیر,911339155870937088,1,0,0,"@TheMahiraKhan تم خالی سگریٹ پیو یا چرس والی, 
پورے کپڑے پہنو یا ادھورے, تم ہمارا فخر تھیں فخر ہو اور فخر رہو گی. 

#MahiraKhan",2017-09-22T21:19:21,UmairDabeer
810,Mohammad Usama Daud,911339199399374848,0,0,0,"گُھٹنے اِنکے کمزور، اور باتیں ماہرہ خان کو کرتے ہیں۔۔۔۔۔ 
#MahiraKhan",2017-09-22T21:19:31,RealUsamaDaud
811,•ღℳαhα Iℳrαиღ•,911339254395129857,0,0,0,"@TheMahiraKhan
@iamhamzaabbasi pic.twitter.com/nPQGmavWAu",2017-09-22T21:19:44,Mahaa_imran
812,Amma Waddi,911339256538435585,4,2,1,"#MahiraKhan whenever I see a packet of cig, I dont find written on it that it is ""ONLY FOR MEN"".
#CheapStandards",2017-09-22T21:19:45,AmmaWaddi
813,Danish Haider,911339266202062848,1,1,0,MQM walaon ka rona dhona hi khatam nahi hota.. #MahiraKhan @Sarphireee,2017-09-22T21:19:47,danishhaider0
814,Nabeel Nasir,911339278961082369,2,0,1,We are at a place where first islamic month #Muharram is trending below #MahiraKhan because of a damn . Wow.,2017-09-22T21:19:50,Nabeel_N85
815,ي دنيا عليك الله,911339290243760128,0,0,0,@nooralla1981  #. #MahiraKhan ًًروتر. ,2017-09-22T21:19:53,Hananloon
816,Abdullah Razzaq Khan,911339301270691843,2,0,0,Fawad ne “a dil hai mushkil” main RK ki bachi phasai or RK ne fawad ki “hamsafar” wali #MahiraKhan,2017-09-22T21:19:55,lolplsnostop
817,Omar,911339313308237824,0,0,0,"@TheMahiraKhan been a very naughty girl,  haven't we?",2017-09-22T21:19:58,Enigma_786
818,Hunain,911339351442894849,1,0,0,Char diwari me bhi hoti to yeh cheez ghalat thi ..,2017-09-22T21:20:07,AmHuni
819,Autumn,911339354525757440,0,0,0,"Cigarette hee to pee li thi, chori to nehi kee thi.  @TheMahiraKhan",2017-09-22T21:20:08,SunKisssedd
820,Trendinalia Pakistan,911339391137677312,0,1,0,"⒈ #HBDShehbazSharif
⒉ #MahiraKhan
⒊ #NextParliamentLaw
⒋ #Muharram
⒌ #MultanSultans

2017/9/23 02:15 PKT #trndnl http://www.trendinalia.com/twitter-trending-topics/pakistan/pakistan-today.html …",2017-09-22T21:20:17,trendinaliaPK
821,Shaheryar AFRIDI,911339401854242816,0,0,0,In action to save her own kind #pity,2017-09-22T21:20:19,theshero55
822, ❤️ 😍Soni Khan 😍 ❤️,911339410104442880,2,0,0,pic.twitter.com/iXrk2HwYc6,2017-09-22T21:20:21,SoniMoni18
823,Omar,911339483190190080,0,0,0,"@TheMahiraKhan By the way, were they Marlboro or Silk Cuts?",2017-09-22T21:20:39,Enigma_786
824,انڈا گھٹالا,911339497241157632,2,0,0,"#MahiraKhan
تم اپنے نام سے خان نکال دو پٹھان اتنے بے غیرت نہیں شیم اون یو",2017-09-22T21:20:42,vekokhan
825,Shoaib khattak,911339508217647104,3,0,0,R u call girl??? R u not muslim??? what Islam says u know??hum sab gunahgaar hy likan itni kuly aam gunah ko achi nazar sy nai daikna chaiyi,2017-09-22T21:20:45,Shoaibktk2331
826,Fatima,911339511061368832,0,0,0,chutyapa on on on,2017-09-22T21:20:45,Fatima09845039
827,Direwolf  ☺,911339566291861504,6,1,1,People are dying in your country EVERY SINGLE DAY and all you pathetic people care about is a half naked smoking #MahiraKhan damn,2017-09-22T21:20:59,Hayfzz
828,Abdullah Razzaq Khan,911339612043390976,0,0,0,"but ADHM end main bachi tou RK ko hi mili
Or RK per marwah huca pani bhi fida hai 
Player hai bhai RK apna case solved #MahiraKhan",2017-09-22T21:21:10,lolplsnostop
